"Group","ID","Item","Guidance","Done","Notes"
"SECURITY PROFILES OPERATOR > ADVANCED AUDIT LOGGING FRAMEWORK > Use the mutating webhook","7.9.17.1","The debug pod","This webhook primarily identifies kubectl debug pods by the label app.kubernetes.io/managed-by: kubectl-debug, which is added by the kubectl client. Because this label might vary across different Kubernetes client implementations, such as how oc debug in OpenShift Container Platform uses debug.openshift.io/managed-by: oc-debug, you might need to configure additional webhookOptions to ensure the webhook catches all relevant debug pods. ¶ For example, to add oc debug pods, use the following yaml: ¶ # ... (rest of your spod configuration) ¶ webhookOptions: name: nodedebuggingpodmetada.spo.io objectSelector: matchLabels: # Use matchLabels for exact matching debug.openshift.io/managed-by: ""oc-debug"" ¶ # ... (other webhook rule details such as rules, clientConfig, etc.)","",""
"SECURITY PROFILES OPERATOR > ADVANCED AUDIT LOGGING FRAMEWORK","7.9.18","Disabling Advanced Audit Logging","You can disable advanced audit logging and revert all configurations by deleting the test pod, the seccompProfile, the JSON Log Enricher and resetting all spod pod options. ¶ 1. Delete the test pod with the following command: oc delete pod my-pod ¶ 2. Delete the seccompProfile using this command: oc delete seccompprofile profile1 -n openshift-security-profiles ¶ 3. Disable the JSON Log Enricher and reset all options: oc patch spod spod -n openshift-security-profiles --type merge -p '{ ""spec"": { ""enableJsonEnricher"": false, ""jsonEnricherOptions"": { ""auditLogPath"": """", ""auditLogMaxSize"": 0, ""auditLogMaxBackups"": 0, ""auditLogMaxAge"": 0, ""auditLogIntervalSeconds"": 0 } }}' ¶ 4. Wait for spod pods to restart. Run the following command to check: oc get pods -n openshift-security-profiles -l name=spod -w Wait until all spod pods show Running. ¶ 5. Revert the ConfigMap volume patch with the following command: oc patch configmap security-profiles-operator-profile -n openshift-security-profiles --type merge -p '{""data"":{""patch-volume-source.json"":""""}}' ¶ 6. Verify that the configuration has been successfully updated: oc get spod spod -n openshift-security-profiles -o jsonpath='{.spec.enableJsonEnricher}' Expected output: false","",""
"SECURITY PROFILES OPERATOR > ADVANCED AUDIT LOGGING FRAMEWORK","7.9.19","Additional resources","About security profiles Installing the Security Profiles Operator Migration procedure Use the log enricher Troubleshooting the Security Profiles Operator Uninstalling SPO","",""
"SECURITY PROFILES OPERATOR > TROUBLESHOOTING THE SECURITY PROFILES OPERATOR","7.10.1","Inspecting seccomp profiles","Corrupted seccomp profiles can disrupt your workloads. Ensure that the user cannot abuse the system by not allowing other workloads to map any part of the path /var/lib/kubelet/seccomp/operator. ¶ 1. Confirm that the profile is reconciled by running the following command: ¶ $ oc -n openshift-security-profiles logs openshift-security-profiles-<id> ¶ I1019 19:34:14.942464 1 main.go:90] setup ""msg""=""starting openshift-security-profiles"" ""buildDate""=""2020-10-19T19:31:24Z"" ""compiler""=""gc"" ""gitCommit""=""a3ef0e1ea6405092268c18f240b62015c247dd9d"" ""gitTreeState""=""dirty"" ""goVersion""=""go1.15.1"" ""platform""=""linux/amd64"" ""version""=""0.2.0-dev"" I1019 19:34:15.348389 1 listener.go:44] controller-runtime/metrics ""msg""=""metrics server is starting to listen"" ""addr""="":8080"" I1019 19:34:15.349076 1 main.go:126] setup ""msg""=""starting manager"" I1019 19:34:15.349449 1 internal.go:391] controller-runtime/manager ""msg""=""starting metrics server"" ""path""=""/metrics"" I1019 19:34:15.350201 1 controller.go:142] controller ""msg""=""Starting EventSource"" ""controller""=""profile"" ""reconcilerGroup""=""security-profiles-operator.x-k8s.io"" ""reconcilerKind""=""SeccompProfile"" ""source""={""Type"":{""metadata"": {""creationTimestamp"":null},""spec"":{""defaultAction"":""""}}} I1019 19:34:15.450674 1 controller.go:149] controller ""msg""=""Starting Controller"" ""controller""=""profile"" ""reconcilerGroup""=""security-profiles-operator.x-k8s.io"" ""reconcilerKind""=""SeccompProfile"" I1019 19:34:15.450757 1 controller.go:176] controller ""msg""=""Starting workers"" ""controller""=""profile"" ""reconcilerGroup""=""security-profiles-operator.x-k8s.io"" ""reconcilerKind""=""SeccompProfile"" ""worker count""=1 I1019 19:34:15.453102 1 profile.go:148] profile ""msg""=""Reconciled profile from SeccompProfile"" ""namespace""=""openshift-security-profiles"" ""profile""=""nginx-1.19.1"" ""name""=""nginx-1.19.1"" ""resource version""=""728"" I1019 19:34:15.453618 1 profile.go:148] profile ""msg""=""Reconciled profile from SeccompProfile"" ""namespace""=""openshift-security-profiles"" ""profile""=""openshift-security- profiles"" ""name""=""openshift-security-profiles"" ""resource version""=""729"" ¶ 2. Confirm that the seccomp profiles are saved into the correct path by running the following ¶ $ oc exec -t -n openshift-security-profiles openshift-security-profiles-<id> \ - ls /var/lib/kubelet/seccomp/operator/my-namespace/my-workload ¶ profile-block.json profile-complain.json","",""
"SECURITY PROFILES OPERATOR > UNINSTALLING THE SECURITY PROFILES OPERATOR","7.11.1","Uninstall the Security Profiles Operator by using the web console","To remove the Security Profiles Operator, you must first delete the seccomp and SELinux profiles. After the profiles are removed, you can then remove the Operator and its namespace by deleting the openshift-security-profiles project. ¶ You have access to the web console as a user with cluster-admin privileges. The Security Profiles Operator is installed. ¶ 1. Navigate to the Ecosystem Installed Operators page. ¶ 2. Delete all seccomp profiles, SELinux profiles, and webhook configurations. ¶ 3. Switch to the Administration Ecosystem Installed Operators page. ¶ 4. Click the Options menu on the Security Profiles Operator entry. ¶ 5. Select Uninstall Operator. ¶ 6. Switch to the Home Projects page. ¶ 7. Search for security profiles. ¶ 8. Click the Options menu next to the openshift-security-profiles project. ¶ 9. Select Delete Project. a. Enter openshift-security-profiles in the dialog box. ¶ b. Click Delete. ¶ 10. Delete the MutatingWebhookConfiguration object by running the following command: ¶ $ oc delete MutatingWebhookConfiguration spo-mutating-webhook-configuration","",""
"NBDE TANG SERVER OPERATOR","8.1","NBDE TANG SERVER OPERATOR OVERVIEW","Network-bound Disk Encryption (NBDE) provides an automated unlocking of LUKS-encrypted volumes using one or more dedicated network-binding servers. The client side of NBDE is called the Clevis decryption policy framework and the server side is represented by Tang. ¶ The NBDE Tang Server Operator allows the automation of deployments of one or several Tang servers in the OpenShift Container Platform (OCP) environment.","",""
"NBDE TANG SERVER OPERATOR","8.2","NBDE TANG SERVER OPERATOR RELEASE NOTES","The following release notes track the development of the NBDE Tang Server Operator in OpenShift Container Platform. ¶ RHEA-2023:7491 The NBDE Tang Server Operator 1.0 has been released in the Red Hat OpenShift Enterprise 4 catalog. ¶ RHEA-2024:0854 The NBDE Tang Server Operator 1.0.1 has been moved from the alpha channel to the stable channel. ¶ RHBA-2024:8681 The 1.0.2 update contains fixes that increase the Container Health Index of containers deployed with the NBDE Tang Server Operator to the highest grade. ¶ RHEA-2024:10970 The 1.0.3 update contains changes that re-increase the Container Health Index to the highest grade. ¶ RHBA-2025:0663 The NBDE Tang Server Operator 1.1 includes the golang package version 1.23.2 and the golang.org/x/net/html package version 0.33.0. The updates improve the Container Health Index. ¶ RHBA-2025:4453 The 1.1.1 update provides a fix for CVE-2025-22866.","",""
"NBDE TANG SERVER OPERATOR > UNDERSTANDING THE NBDE TANG SERVER OPERATOR","8.3.1","Additional resources","Tang-Operator: Providing NBDE in OpenShift Tang Server Operator Configuring automated unlocking of encrypted volumes using policy-based decryption","",""
"NBDE TANG SERVER OPERATOR > INSTALLING THE NBDE TANG SERVER OPERATOR","8.4.1","Installing the NBDE Tang Server Operator using the web console","You can install the NBDE Tang Server Operator from the software catalog using the web console. ¶ You must have cluster-admin privileges on an OpenShift Container Platform cluster. ¶ 1. In the OpenShift Container Platform web console, navigate to Ecosystem Software Catalog. ¶ 2. Search for the NBDE Tang Server Operator: ¶ 3. Click Install. ¶ 4. On the Operator Installation screen, keep the Update channel, Version, Installation mode, ¶ Installed Namespace, and Update approval fields on the default values. ¶ 5. After you confirm the installation options by clicking Install, the console displays the installation ¶ 5. After you confirm the installation options by clicking Install, the console displays the installation confirmation. ¶ 1. Navigate to the Ecosystem Installed Operators page. ¶ 2. Check that the NBDE Tang Server Operator is installed and its status is Succeeded.","",""
"NBDE TANG SERVER OPERATOR > INSTALLING THE NBDE TANG SERVER OPERATOR","8.4.2","Installing the NBDE Tang Server Operator using CLI","You can install the NBDE Tang Server Operator from the software catalog using the CLI. ¶ You must have cluster-admin privileges on an OpenShift Container Platform cluster. You have installed the OpenShift CLI (oc). ¶ 1. Use the following command to list available Operators in the software catalog, and limit the output to Tang-related results: ¶ $ oc get packagemanifests -n openshift-marketplace | grep tang ¶ Example output Red Hat tang-operator ¶ In this case, the corresponding packagemanifest name is tang-operator. ¶ 2. Create a Subscription object YAML file to subscribe a namespace to the NBDE Tang Server Operator, for example, tang-operator.yaml: ¶ Example subscription YAML for tang-operator ¶ name: tang-operator namespace: openshift-operators channel: stable 1 name: tang-operator 2 source: redhat-operators 3 sourceNamespace: openshift-marketplace 4 ¶ 1 Specify the channel name from where you want to subscribe the Operator. ¶ 2 Specify the name of the Operator to subscribe to. ¶ 3 Specify the name of the CatalogSource that provides the Operator. ¶ 4 The namespace of the CatalogSource. Use openshift-marketplace for the default software catalog sources. ¶ 3. Apply the Subscription to the cluster: $ oc apply -f tang-operator.yaml ¶ Check that the NBDE Tang Server Operator controller runs in the openshift-operators namespace: ¶ $ oc -n openshift-operators get pods ¶ NAME READY STATUS RESTARTS AGE ¶ tang-operator-controller-manager-694b754bd6-4zk7x 2/2 Running 0 12s ¶ 8.5. CONFIGURING AND MANAGING TANG SERVERS USING THE NBDE TANG SERVER OPERATOR ¶ With the NBDE Tang Server Operator, you can deploy and quickly configure Tang servers. On the deployed Tang servers, you can list existing keys and rotate them.","",""
"NBDE TANG SERVER OPERATOR > INSTALLING THE NBDE TANG SERVER OPERATOR","8.5.1","Deploying a Tang server using the NBDE Tang Server Operator","You can deploy and quickly configure one or more Tang servers using the NBDE Tang Server Operator in the web console. You must have cluster-admin privileges on an OpenShift Container Platform cluster. You have installed the NBDE Tang Server Operator on your OCP cluster. ¶ 1. In the OpenShift Container Platform web console, navigate to Ecosystem Software Catalog. ¶ 2. Select Project, and click Create Project: ¶ 3. On the Create Project page, fill in the required information, for example: ¶ 4. Click Create. ¶ 5. NBDE Tang Server replicas require a Persistent Volume Claim (PVC) for storing encryption ¶ keys. In the web console, navigate to Storage PersistentVolumeClaims: ¶ 6. On the following PersistentVolumeClaims screen, click Create PersistentVolumeClaim. ¶ 7. On the Create PersistentVolumeClaim page, select a storage that fits your deployment scenario. Consider how often you want to rotate the encryption keys. Name your PVC and choose the claimed storage capacity, for example: ¶ 8. Navigate to Ecosystem Installed Operators, and click NBDE Tang Server. ¶ 9. Click Create instance. ¶ 10. On the Create TangServer page, choose the name of the Tang Server instance, amount of replicas, and specify the name of the previously created Persistent Volume Claim, for example: ¶ 11. After you enter the required values a change settings that differ from the default values in your scenario, click Create.","",""
"NBDE TANG SERVER OPERATOR > INSTALLING THE NBDE TANG SERVER OPERATOR","8.5.2","Rotating keys using the NBDE Tang Server Operator","With the NBDE Tang Server Operator, you also can rotate your Tang server keys. The precise interval at which you should rotate them depends on your application, key sizes, and institutional policy. ¶ You must have cluster-admin privileges on an OpenShift Container Platform cluster. ¶ You deployed a Tang server using the NBDE Tang Server Operator on your OpenShift cluster. ¶ You have installed the OpenShift CLI (oc). ¶ 1. List the existing keys on your Tang server, for example: ¶ $ oc -n nbde describe tangserver ¶ Status: ¶ Active Keys: File Name: QS82aXnPKA4XpfHr3umbA0r2iTbRcpWQ0VI2Qdhi6xg Generated: 2022-02-08 15:44:17.030090484 +0000 sha1: PvYQKtrTuYsMV2AomUeHrUWkCGg sha256: QS82aXnPKA4XpfHr3umbA0r2iTbRcpWQ0VI2Qdhi6xg ¶ 2. Create a YAML file for moving your active keys to hidden keys, for example, minimal- keyretrieve-rotate-tangserver.yaml: ¶ Example key-rotation YAML for tang-operator ¶ apiVersion: daemons.redhat.com/v1alpha1 kind: TangServer ¶ name: tangserver namespace: nbde finalizers: ¶ finalizer.daemons.tangserver.redhat.com ¶ hiddenKeys: ¶ sha1: ""PvYQKtrTuYsMV2AomUeHrUWkCGg"" 1 ¶ 1 Specify the SHA-1 thumbprint of your active key to rotate it. ¶ 3. Apply the YAML file: ¶ $ oc apply -f minimal-keyretrieve-rotate-tangserver.yaml ¶ 1. After a certain amount of time depending on your configuration, check that the previous activeKey value is the new hiddenKey value and the activeKey key file is newly generated, for example: ¶ $ oc -n nbde describe tangserver ¶ Hidden Keys: ¶ sha1: PvYQKtrTuYsMV2AomUeHrUWkCGg ¶ Replicas: 1 ¶ Status: ¶ Active Keys: ¶ File Name: T-0wx1HusMeWx4WMOk4eK97Q5u4dY5tamdDs7_ughnY.jwk ¶ Generated: 2023-10-25 15:38:18.134939752 +0000 ¶ sha1: vVxkNCNq7gygeeA9zrHrbc3_NZ4 ¶ sha256: T-0wx1HusMeWx4WMOk4eK97Q5u4dY5tamdDs7_ughnY ¶ Hidden Keys: ¶ File Name: .QS82aXnPKA4XpfHr3umbA0r2iTbRcpWQ0VI2Qdhi6xg.jwk ¶ Generated: 2023-10-25 15:37:29.126928965 +0000 ¶ Hidden: 2023-10-25 15:38:13.515467436 +0000 ¶ sha1: PvYQKtrTuYsMV2AomUeHrUWkCGg ¶ sha256: QS82aXnPKA4XpfHr3umbA0r2iTbRcpWQ0VI2Qdhi6xg","",""
"NBDE TANG SERVER OPERATOR > INSTALLING THE NBDE TANG SERVER OPERATOR","8.5.3","Deleting hidden keys with the NBDE Tang Server Operator","After you rotate your Tang server keys, the previously active keys become hidden and are no longer advertised by the Tang instance. You can use the NBDE Tang Server Operator to remove encryption keys no longer used. ¶ Do not remove any hidden keys unless you are sure that all bound Clevis clients already use new keys. ¶ You must have cluster-admin privileges on an OpenShift Container Platform cluster. You deployed a Tang server using the NBDE Tang Server Operator on your OpenShift cluster. You have installed the OpenShift CLI (oc). ¶ 1. List the existing keys on your Tang server, for example: $ oc -n nbde describe tangserver ¶ Status: ¶ Active Keys: File Name: PvYQKtrTuYsMV2AomUeHrUWkCGg.jwk Generated: 2022-02-08 15:44:17.030090484 +0000 sha1: PvYQKtrTuYsMV2AomUeHrUWkCGg sha256: QS82aXnPKA4XpfHr3umbA0r2iTbRcpWQ0VI2Qdhi6xg ¶ 2. Create a YAML file for removing all hidden keys, for example, hidden-keys-deletion- tangserver.yaml: ¶ Example hidden-keys-deletion YAML for tang-operator ¶ apiVersion: daemons.redhat.com/v1alpha1 kind: TangServer ¶ name: tangserver namespace: nbde finalizers: ¶ finalizer.daemons.tangserver.redhat.com ¶ hiddenKeys: [] 1 ¶ 1 The empty array as the value of the hiddenKeys entry indicates you want to preserve no hidden keys on your Tang server. ¶ 3. Apply the YAML file: ¶ $ oc apply -f hidden-keys-deletion-tangserver.yaml ¶ 1. After a certain amount of time depending on your configuration, check that the previous active key still exists, but no hidden key is available, for example: ¶ $ oc -n nbde describe tangserver ¶ Hidden Keys: sha1: PvYQKtrTuYsMV2AomUeHrUWkCGg ¶ Replicas: 1 Status: ¶ Active Keys: File Name: T-0wx1HusMeWx4WMOk4eK97Q5u4dY5tamdDs7_ughnY.jwk Generated: 2023-10-25 15:38:18.134939752 +0000 sha1: vVxkNCNq7gygeeA9zrHrbc3_NZ4 sha256: T-0wx1HusMeWx4WMOk4eK97Q5u4dY5tamdDs7_ughnY ¶ Status: ¶ Ready: 1 ¶ Running: 1 ¶ Service External URL: http://35.222.247.84:7500/adv ¶ Tang Server Error: No ¶ Events: ¶ 8.6. IDENTIFYING URL OF A TANG SERVER DEPLOYED WITH THE NBDE TANG SERVER OPERATOR ¶ Before you can configure your Clevis clients to use encryption keys advertised by your Tang servers, you must identify the URLs of the servers.","",""
"NBDE TANG SERVER OPERATOR > INSTALLING THE NBDE TANG SERVER OPERATOR","8.6.1","Identifying URL of the NBDE Tang Server Operator using the web console","You can identify the URLs of Tang servers deployed with the NBDE Tang Server Operator from the software catalog by using the OpenShift Container Platform web console. After you identify the URLs, you use the clevis luks bind command on your clients containing LUKS-encrypted volumes that you want to unlock automatically by using keys advertised by the Tang servers. See the Configuring manual enrollment of LUKS-encrypted volumes section in the RHEL 9 Security hardening document for detailed steps describing the configuration of clients with Clevis. ¶ You must have cluster-admin privileges on an OpenShift Container Platform cluster. ¶ You deployed a Tang server by using the NBDE Tang Server Operator on your OpenShift cluster. ¶ 1. In the OpenShift Container Platform web console, navigate to Ecosystem Installed Operators Tang Server. ¶ 2. On the NBDE Tang Server Operator details page, select Tang Server. ¶ 3. The list of Tang servers deployed and available for your cluster appears. Click the name of the Tang server you want to bind with a Clevis client. ¶ 4. The web console displays an overview of the selected Tang server. You can find the URL of your Tang server in the Tang Server External Url section of the screen: ¶ In this example, the URL of the Tang server is http://34.28.173.205:7500. ¶ You can check that the Tang server is advertising by using curl, wget, or similar tools, for example: ¶ $ curl 2> /dev/null http://34.28.173.205:7500/adv | jq ¶ ""payload"": ""eyJrZXlzIj...eSJdfV19"", ""protected"": ""eyJhbGciOiJFUzUxMiIsImN0eSI6Imp3ay1zZXQranNvbiJ9"", ""signature"": ""AUB0qSFx0FJLeTU...aV_GYWlDx50vCXKNyMMCRx""","",""
"NBDE TANG SERVER OPERATOR > INSTALLING THE NBDE TANG SERVER OPERATOR","8.6.2","Identifying URL of the NBDE Tang Server Operator using CLI","You can identify the URLs of Tang servers deployed with the NBDE Tang Server Operator from the software catalog by using the CLI. After you identify the URLs, you use the clevis luks bind command on your clients containing LUKS-encrypted volumes that you want to unlock automatically by using keys ¶ advertised by the Tang servers. See the Configuring manual enrollment of LUKS-encrypted volumes section in the RHEL 9 Security hardening document for detailed steps describing the configuration of clients with Clevis. ¶ You must have cluster-admin privileges on an OpenShift Container Platform cluster. ¶ You have installed the OpenShift CLI (oc). ¶ You deployed a Tang server by using the NBDE Tang Server Operator on your OpenShift cluster. ¶ 1. List details about your Tang server, for example: $ oc -n nbde describe tangserver ¶ Status: ¶ Ready: 1 ¶ Running: 1 ¶ Service External URL: http://34.28.173.205:7500/adv ¶ Tang Server Error: No ¶ Events: ¶ 2. Use the value of the Service External URL: item without the /adv part. In this example, the URL of the Tang server is http://34.28.173.205:7500. ¶ You can check that the Tang server is advertising by using curl, wget, or similar tools, for example: ¶ $ curl 2> /dev/null http://34.28.173.205:7500/adv | jq ¶ ""payload"": ""eyJrZXlzIj...eSJdfV19"", ""protected"": ""eyJhbGciOiJFUzUxMiIsImN0eSI6Imp3ay1zZXQranNvbiJ9"", ""signature"": ""AUB0qSFx0FJLeTU...aV_GYWlDx50vCXKNyMMCRx""","",""
"NBDE TANG SERVER OPERATOR > INSTALLING THE NBDE TANG SERVER OPERATOR","8.6.3","Additional resources","Configuring manual enrollment of LUKS-encrypted volumes","",""
"UNDERSTANDING SECRETS MANAGEMENT IN OPENSHIFT CONTAINER PLATFORM > SECRETS MANAGEMENT USE CASES","9.2.1","External Secrets Operator for Red Hat OpenShift use cases","You can integrate the External Secrets Operator with other OpenShift Container Platform components to securely manage and inject credentials. Learn how to apply External Secrets Operator in real-world deployment strategies, by reviewing the following example. ¶ Securing Red Hat OpenShift GitOps by using External Secrets Operator short-lived tokens To reduce the security risk of compromised credentials, you can configure the External Secrets Operator to generate short-lived tokens. Red Hat OpenShift GitOps can then use these temporary tokens to securely authenticate when accessing GitHub repositories. You can refer to an example of the integration in the External Secrets Operator and GitOps demonstration. ¶ External Secrets Operator and GitOps demonstration Zero trust GitOps: Build a secure, secretless GitOps pipeline Secrets Store Container Storage Interface Driver Operator External Secrets Operator for Red Hat OpenShift cert-manager Operator for Red Hat OpenShift","",""
"CERT-MANAGER OPERATOR FOR RED HAT OPENSHIFT","10.1.1","About the cert-manager Operator for Red Hat OpenShift","The cert-manager project introduces certificate authorities and certificates as resource types in the Kubernetes API, which makes it possible to provide certificates on-demand to developers working within your cluster. The cert-manager Operator for Red Hat OpenShift provides a supported way to integrate cert-manager into your OpenShift Container Platform cluster. ¶ The cert-manager Operator for Red Hat OpenShift provides the following features: ¶ Support for integrating with external certificate authorities ¶ Tools to manage certificates ¶ Ability for developers to self-serve certificates ¶ Automatic certificate renewal ¶ Do not attempt to use both cert-manager Operator for Red Hat OpenShift for OpenShift Container Platform and the community cert-manager Operator at the same time in your cluster. ¶ Also, you should not install cert-manager Operator for Red Hat OpenShift for OpenShift Container Platform in multiple namespaces within a single OpenShift cluster. ¶ 10.1.2. cert-manager Operator for Red Hat OpenShift issuer providers ¶ To configure certificate authorities for your cluster, review the issuer providers offered with the cert- manager Operator for Red Hat OpenShift. You can use the following issuer types to automate certificate validation and issuance: ¶ Automated Certificate Management Environment (ACME) ¶ Certificate Authority (CA) ¶ Self-signed ¶ Vault ¶ Venafi ¶ Nokia NetGuard Certificate Manager (NCM) ¶ Google Cloud Certificate Authority Service (Google CAS) ¶ OpenShift Container Platform does not test all factors associated with third-party cert- manager Operator for Red Hat OpenShift provider functionality. For more information about third-party support, see ""OpenShift Container Platform third-party support policy"" in Additional resources.","",""
"CERT-MANAGER OPERATOR FOR RED HAT OPENSHIFT","10.1.3","Certificate request methods","To obtain certificates for your workloads, choose a request method supported by the cert-manager Operator for Red Hat OpenShift. You can select the approach that fits your operational requirements and automation workflow. ¶ There are two ways to request a certificate using the cert-manager Operator for Red Hat OpenShift: ¶ Using the cert-manager.io/CertificateRequest object With this method a service developer creates a CertificateRequest object with a valid issuerRef pointing to a configured issuer (configured by a service infrastructure administrator). A service infrastructure administrator then accepts or denies the certificate request. Only accepted certificate requests create a corresponding certificate. ¶ Using the cert-manager.io/Certificate object With this method, a service developer creates a Certificate object with a valid issuerRef and obtains a certificate from a secret that they pointed to the Certificate object.","",""
"CERT-MANAGER OPERATOR FOR RED HAT OPENSHIFT","10.1.4","Supported cert-manager Operator for Red Hat OpenShift versions","To maintain a supported configuration, review the compatibility of the cert-manager Operator for Red Hat OpenShift with different OpenShift Container Platform releases. To find the list of supported versions of the cert-manager Operator for Red Hat OpenShift across different OpenShift Container Platform releases, see the ""Platform Agnostic Operators"" section in ""OpenShift Container Platform update and support policy"".","",""
"CERT-MANAGER OPERATOR FOR RED HAT OPENSHIFT","10.1.5","About FIPS compliance for cert-manager Operator for Red Hat OpenShift","Starting with version 1.14.0, cert-manager Operator for Red Hat OpenShift is designed for FIPS compliance. When running on OpenShift Container Platform in FIPS mode, it uses the RHEL cryptographic libraries submitted to NIST for FIPS validation on the x86_64, ppc64le, and s390X architectures. For more information about the NIST validation program, see ""Cryptographic module validation program"". For the latest NIST status for the individual versions of the RHEL cryptographic libraries submitted for validation, see ""Compliance activities and government standards"". ¶ To enable FIPS mode, you must install cert-manager Operator for Red Hat OpenShift on an OpenShift Container Platform cluster configured to operate in FIPS mode. For more information, see ""Do you need extra security for your cluster?""","",""
