"Group","ID","Item","Guidance","Done","Notes"
"CONTAINER SECURITY > SECURING THE CONTAINER PLATFORM","2.10.4","Managing certificates for the platform","OpenShift Container Platform has multiple components within its framework that use REST-based HTTPS communication leveraging encryption via TLS certificates. OpenShift Container Platform's installer configures these certificates during installation. There are some primary components that generate this traffic: ¶ masters (API server and controllers) ¶ etcd ¶ nodes ¶ registry ¶ router ¶ 2.10.4.1. Configuring custom certificates You can configure custom serving certificates for the public hostnames of the API server and web console during initial installation or when redeploying certificates. You can also use a custom CA. ¶ Introduction to OpenShift Container Platform ¶ Using RBAC to define and apply permissions About admission plugins Managing security context constraints SCC reference commands Examples of granting roles to service accounts Configuring the internal OAuth server Understanding identity provider configuration Certificate types and descriptions Proxy certificates","",""
"CONTAINER SECURITY > SECURING NETWORKS","2.11.1","Using network namespaces","OpenShift Container Platform uses software-defined networking (SDN) to provide a unified cluster network that enables communication between containers across the cluster. Network policy mode, by default, makes all pods in a project accessible from other pods and network endpoints. To isolate one or more pods in a project, you can create NetworkPolicy objects in that project to indicate the allowed incoming connections. Using multitenant mode, you can provide project- level isolation for pods and services.","",""
"CONTAINER SECURITY > SECURING NETWORKS","2.11.2","Isolating pods with network policies","Using network policies, you can isolate pods from each other in the same project. Network policies can deny all network access to a pod, only allow connections for the Ingress Controller, reject connections from pods in other projects, or set similar rules for how networks behave. ¶ About network policy","",""
"CONTAINER SECURITY > SECURING NETWORKS","2.11.3","Using multiple pod networks","Each running container has only one network interface by default. The Multus CNI plugin lets you create multiple CNI networks, and then attach any of those networks to your pods. In that way, you can do things like separate private data onto a more restricted network and have multiple network interfaces on each node. ¶ Using multiple networks","",""
"CONTAINER SECURITY > SECURING NETWORKS","2.11.4","Isolating applications","OpenShift Container Platform enables you to segment network traffic on a single cluster to make multitenant clusters that isolate users, teams, applications, and environments from non-global resources.","",""
"CONTAINER SECURITY > SECURING NETWORKS","2.11.5","Securing ingress traffic","There are many security implications related to how you configure access to your Kubernetes services from outside of your OpenShift Container Platform cluster. Besides exposing HTTP and HTTPS routes, ingress routing allows you to set up NodePort or LoadBalancer ingress types. NodePort exposes an application's service API object from each cluster worker. LoadBalancer lets you assign an external load balancer to an associated service API object in your OpenShift Container Platform cluster. ¶ Configuring ingress cluster traffic","",""
"CONTAINER SECURITY > SECURING NETWORKS","2.11.6","Securing egress traffic","OpenShift Container Platform provides the ability to control egress traffic using either a router or firewall method. For example, you can use the IP allow list to control database access. A cluster administrator can assign one or more egress IP addresses to a project by configuring an egress IP address. Likewise, a cluster administrator can prevent egress traffic from going outside of an OpenShift Container Platform cluster using an egress firewall. ¶ By assigning a fixed egress IP address, you can have all outgoing traffic assigned to that IP address for a particular project. With the egress firewall, you can prevent a pod from connecting to an external network, prevent a pod from connecting to an internal network, or limit a pod's access to specific internal subnets. ¶ Configuring an egress firewall for a project ¶ Configuring IPsec encryption","",""
"CONTAINER SECURITY > SECURING ATTACHED STORAGE","2.12.1","Persistent volume plugins","Containers are useful for both stateless and stateful applications. Protecting attached storage is a key element of securing stateful services. Using the Container Storage Interface (CSI), OpenShift Container Platform can incorporate storage from any storage back end that supports the CSI interface. ¶ OpenShift Container Platform provides plugins for multiple types of storage, including: ¶ Red Hat OpenShift Data Foundation * ¶ AWS Elastic Block Stores (EBS) * ¶ AWS Elastic File System (EFS) * Azure Disk * Azure File * OpenStack Cinder * GCE Persistent Disks * VMware vSphere * Network File System (NFS) FlexVolume Fibre Channel iSCSI Plugins for those storage types with dynamic provisioning are marked with an asterisk (*). Data in transit is encrypted via HTTPS for all OpenShift Container Platform components communicating with each other. You can mount a persistent volume (PV) on a host in any way supported by your storage type. Different types of storage have different capabilities and each PV's access modes are set to the specific modes supported by that particular volume. For example, NFS can support multiple read/write clients, but a specific NFS PV might be exported on the server as read-only. Each PV has its own set of access modes describing that specific PV's capabilities, such as ReadWriteOnce, ReadOnlyMany, and ReadWriteMany.","",""
"CONTAINER SECURITY > SECURING ATTACHED STORAGE","2.12.2","Shared storage","For shared storage providers like NFS, the PV registers its group ID (GID) as an annotation on the PV resource. Then, when the PV is claimed by the pod, the annotated GID is added to the supplemental groups of the pod, giving that pod access to the contents of the shared storage.","",""
"CONTAINER SECURITY > SECURING ATTACHED STORAGE","2.12.3","Block storage","For block storage providers like AWS Elastic Block Store (EBS), GCE Persistent Disks, and iSCSI, OpenShift Container Platform uses SELinux capabilities to secure the root of the mounted volume for non-privileged pods, making the mounted volume owned by and only visible to the container with which it is associated. ¶ Understanding persistent storage Configuring CSI volumes Dynamic provisioning Persistent storage using NFS Persistent storage using AWS Elastic Block Store ¶ Persistent storage using GCE Persistent Disk","",""
"CONTAINER SECURITY > MONITORING CLUSTER EVENTS AND LOGS","2.13.1","Watching cluster events","Cluster administrators are encouraged to familiarize themselves with the Event resource type and review the list of system events to determine which events are of interest. Events are associated with a namespace, either the namespace of the resource they are related to or, for cluster events, the default namespace. The default namespace holds relevant events for monitoring or auditing a cluster, such as node events and resource events related to infrastructure components. ¶ The master API and oc command do not provide parameters to scope a listing of events to only those related to nodes. A simple approach would be to use grep: ¶ $ oc get event -n default | grep Node ¶ Example output origin-node-1.example.local Node Normal NodeHasDiskPressure ... 1h 20h 3 ¶ A more flexible approach is to output the events in a form that other tools can process. For example, the following example uses the jq tool against JSON output to extract only NodeHasDiskPressure events: ¶ $ oc get events -n default -o json \ | jq '.items[] | select(.involvedObject.kind == ""Node"" and .reason == ""NodeHasDiskPressure"")' ¶ ""apiVersion"": ""v1"", ""count"": 3, ""involvedObject"": { ""kind"": ""Node"", ""name"": ""origin-node-1.example.local"", ""uid"": ""origin-node-1.example.local"" ""kind"": ""Event"", ""reason"": ""NodeHasDiskPressure"", ¶ Events related to resource creation, modification, or deletion can also be good candidates for detecting misuse of the cluster. The following query, for example, can be used to look for excessive pulling of images: ¶ $ oc get events --all-namespaces -o json \ ¶ | jq '[.items[] | select(.involvedObject.kind == ""Pod"" and .reason == ""Pulling"")] | length' ¶ When a namespace is deleted, its events are deleted as well. Events can also expire and are deleted to prevent filling up etcd storage. Events are not stored as a permanent record and frequent polling is necessary to capture statistics over time.","",""
"CONTAINER SECURITY > MONITORING CLUSTER EVENTS AND LOGS","2.13.2","Logging","Using the oc log command, you can view container logs, build configs and deployments in real time. Different can users have access different access to logs: ¶ Users who have access to a project are able to see the logs for that project by default. Users with admin roles can access all container logs. To save your logs for further audit and analysis, you can enable the cluster-logging add-on feature to collect, manage, and view system, container, and audit logs. You can deploy, manage, and upgrade OpenShift Logging through the OpenShift Elasticsearch Operator and Red Hat OpenShift Logging","",""
"CONTAINER SECURITY > MONITORING CLUSTER EVENTS AND LOGS","2.13.3","Audit logs","With audit logs, you can follow a sequence of activities associated with how a user, administrator, or other OpenShift Container Platform component is behaving. API audit logging is done on each server. ¶ List of system events Viewing audit logs","",""
"CONTAINER SECURITY > REPLACING THE DEFAULT INGRESS CERTIFICATE","3.1.1","Understanding the default ingress certificate","By default, OpenShift Container Platform uses the Ingress Operator to create an internal CA and issue a wildcard certificate that is valid for applications under the .apps sub-domain. Both the web console and CLI use this certificate as well. ¶ The internal infrastructure CA certificates are self-signed. While this process might be perceived as bad practice by some security or PKI teams, any risk here is minimal. The only clients that implicitly trust these certificates are other components within the cluster. Replacing the default wildcard certificate with one that is issued by a public CA already included in the CA bundle as provided by the container userspace allows external clients to connect securely to applications running under the .apps sub- domain.","",""
"CONTAINER SECURITY > REPLACING THE DEFAULT INGRESS CERTIFICATE","3.1.2","Replacing the default ingress certificate","You can replace the default ingress certificate for all applications under the .apps subdomain. After you replace the certificate, all applications, including the web console and CLI, have encryption provided by the specified certificate. ¶ Before using the procedure, ensure you understand the following Ingress Controller behaviors: ¶ When certificates are renewed or rotated by using external certificate management tools, only the contents of the secret, such as the certificate and key, are updated. The secret name remains unchanged. Kubelet automatically propagates these updates to the mounted volume, allowing the router to detect the file changes and hot-reload the new certificate and key. As a result, no rolling update of the router deployment is triggered or required. ¶ For secret renewal or rotation, the cert-manager Operator changes the secret content, such as a cert/key pair, but does not change the secret name. This happens because kubelet automatically propagates changes to the secret in the volume mount. The router pod detects the file change and then hot reloads the new cert/key pair. Updating the secret content does not trigger rolling update. ¶ You must have a wildcard certificate for the fully qualified .apps subdomain and its corresponding private key. Each should be in a separate PEM format file. ¶ The private key must be unencrypted. If your key is encrypted, decrypt it before importing it into OpenShift Container Platform. ¶ The certificate must include the subjectAltName extension showing *.apps.<clustername>. <domain>. ¶ The certificate file can contain one or more certificates in a chain. The file must list the wildcard ¶ The certificate file can contain one or more certificates in a chain. The file must list the wildcard certificate as the first certificate, followed by other intermediate certificates, and then ending with the root CA certificate. ¶ Copy the root CA certificate into an additional PEM format file. ¶ Verify that all certificates which include -----END CERTIFICATE----- also end with one carriage return after that line. ¶ 1. Create a config map that includes only the root CA certificate that is used to sign the wildcard certificate: ¶ $ oc create configmap custom-ca \ -from-file=ca-bundle.crt=</path/to/example-ca.crt> \ n openshift-config ¶ where ¶ </path/to/example-ca.crt> The path to the root CA certificate file on your local file system. For example, /etc/pki/ca- trust/source/anchors. ¶ 2. Update the cluster-wide proxy configuration with the newly created config map: ¶ $ oc patch proxy/cluster \ -type=merge \ -patch='{""spec"":{""trustedCA"":{""name"":""custom-ca""}}}' ¶ If you update only the trusted CA for your cluster, the MCO updates the /etc/pki/ca-trust/source/anchors/openshift-config-user-ca-bundle.crt file and the Machine Config Controller (MCC) applies the trusted CA update to each node so that a node reboot is not required. However, with these changes, the Machine Config Daemon (MCD) restarts critical services on each node, such as kubelet and CRI-O. These service restarts cause each node to briefly enter the NotReady state until the service is fully restarted. ¶ If you change any other parameter in the openshift-config-user-ca-bundle.crt file, such as noproxy, the MCO reboots each node in your cluster. ¶ 3. Create a secret that contains the wildcard certificate chain and key: ¶ $ oc create secret tls <secret> \ -cert=</path/to/cert.crt> \ -key=</path/to/cert.key> \ n openshift-ingress ¶ <secret> ¶ Specifies the name of the secret that will contain the certificate chain and private key. </path/to/cert.crt> ¶ Specifies the path to the certificate chain on your local file system. </path/to/cert.key> ¶ Specifies the path to the private key associated with this certificate. ¶ 4. Update the Ingress Controller configuration with the newly created secret: ¶ $ oc patch ingresscontroller.operator default \ -type=merge -p \ '{""spec"":{""defaultCertificate"": {""name"": ""<secret>""}}}' \ n openshift-ingress-operator ¶ <secret>:: Specifies the name used for the secret. Replace <secret> with the name used for the secret.","",""
"CONTAINER SECURITY > REPLACING THE DEFAULT INGRESS CERTIFICATE","3.1.3","Additional resources","Replacing the CA Bundle certificate ¶ Proxy certificate customization","",""
"CONTAINER SECURITY > ADDING API SERVER CERTIFICATES","3.2.1","Adding an API server named certificate for the first time","The default API server certificate is issued by an internal OpenShift Container Platform cluster Certificate Authority (CA). You can add alternative certificates that the API server will return based on the fully qualified domain name (FQDN) requested by the client, for example when a reverse proxy or load balancer is used. ¶ Adding a custom API server named certificate for the first time triggers the kube- apiserver-operator to roll out a new revision of the API server pods. Node reboots are not required. ¶ You must have a certificate for the FQDN and its corresponding private key. Each should be in a separate PEM format file. ¶ The private key must be unencrypted. The certificate must include the subjectAltName extension showing the FQDN. The certificate file can contain one or more certificates in a chain. The certificate for the API server FQDN must be the first certificate in the file, followed by intermediate certificates, and ending with the root CA certificate. ¶ Do not provide a named certificate for the internal load balancer (host name api- int.<cluster_name>.<base_domain>). Doing so will leave your cluster in a degraded state. ¶ 1. Log in to the CLI as the kubeadmin user: ¶ $ oc login -u kubeadmin -p <password> https://<fqdn>:6443 ¶ <password> ¶ Specifies your cluster administrative password. <fqdn> ¶ Specifies the fully qualified domain name of the internal cluster API endpoint. ¶ 2. Create a secret that contains the certificate chain and private key in the openshift-config ¶ namespace: ¶ $ oc create secret tls <secret_name> \ -cert=<path_to_certificate_file> \ -key=<path_to_private_key_file> \ n openshift-config ¶ Specifies the name of the new secret resource that will contain the cryptographic key pair. <path_to_certificate_file> ¶ Specifies the absolute local path to your custom certificate chain file. <path_to_private_key_file> ¶ Specifies the absolute local path to the unencrypted private key file associated with the certificate. ¶ 3. Update the API server to reference the created secret resource: ¶ $ oc patch apiserver cluster --type=merge -p ' ¶ ""spec"": { ""servingCerts"": { ""namedCertificates"": [ ""names"": [""<fqdn>""], ""servingCertificate"": { ""name"": ""<secret_name>"" ¶ }' ¶ <fqdn> Specifies the fully qualified domain name for which the API server serves this custom certificate. Do not include a port number. ¶ Specifies the name of the secret you created in the previous step. ¶ 4. Verify that a new revision of the Kubernetes API server rolls out by checking the operator status: ¶ $ oc get clusteroperators kube-apiserver ¶ The PROGRESSING status column will change to True while the API server operator deploys the new pod revision configured with your custom certificate. Do not interrupt the process or apply additional configuration updates while the rollout is underway. Continue only after the status returns to False and AVAILABLE reads True.","",""
"CONTAINER SECURITY > ADDING API SERVER CERTIFICATES","3.2.2","Updating or renewing an existing API server named certificate","Update or renew an expired or expiring named certificate that has already been configured in your cluster to avoid API availability issues. The API server pods dynamically detect and reload the updated certificate asset without disruption. ¶ When an existing API server named certificate is renewed by updating its corresponding secret, a new revision of the Kubernetes API server pods does not roll out. Node reboots are not required.","",""
"CONFIGURING CERTIFICATES > SECURING SERVICE TRAFFIC USING SERVICE SERVING","3.3.1","Understanding service serving certificates","Service serving certificates are intended to support complex middleware applications that require encryption. These certificates are issued as TLS web server certificates. ¶ The service-ca controller uses the x509.SHA256WithRSA signature algorithm to generate service certificates. ¶ The generated certificate and key are in PEM format, stored in tls.crt and tls.key respectively, within a created secret. The certificate and key are automatically replaced when they get close to expiration. ¶ The service CA certificate, which issues the service certificates, is valid for 26 months and is automatically rotated when there is less than 13 months validity left. After rotation, the previous service CA configuration is still trusted until its expiration. This allows a grace period for all affected services to refresh their key material before the expiration. If you do not upgrade your cluster during this grace period, which restarts services and refreshes their key material, you might need to manually restart services to avoid failures after the previous service CA expires. ¶ You can use the following command to manually restart all pods in the cluster. Be aware that running this command causes a service interruption, because it deletes every running pod in every namespace. These pods will automatically restart after they are deleted. ¶ $ for I in $(oc get ns -o jsonpath='{range .items[*]} {.metadata.name}{""\n""} {end}'); \ do oc delete pods --all -n $I; \ sleep 1; \ done","",""
"CONFIGURING CERTIFICATES > SECURING SERVICE TRAFFIC USING SERVICE SERVING","3.3.2","Add a service certificate","To secure communication to your service, generate a signed serving certificate and key pair into a secret in the same namespace as the service. ¶ The generated certificate is only valid for the internal service DNS name <service.name>. <service.namespace>.svc, and is only valid for internal communications. If your service is a headless service (no clusterIP value set), the generated certificate also contains a wildcard subject in the format of *.<service.name>.<service.namespace>.svc. ¶ Because the generated certificates contain wildcard subjects for headless services, you must not use the service CA if your client must differentiate between individual pods. In this case: ¶ Generate individual TLS certificates by using a different CA. ¶ Do not accept the service CA as a trusted CA for connections that are directed to individual pods and must not be impersonated by other pods. These connections must be configured to trust the CA that was used to generate the individual TLS certificates. ¶ You must have a service defined. ¶ 1. Annotate the service with service.beta.openshift.io/serving-cert-secret-name: ¶ $ oc annotate service <service_name> \ 1 service.beta.openshift.io/serving-cert-secret-name=<secret_name> 2 ¶ 1 Replace <service_name> with the name of the service to secure. 2 <secret_name> will be the name of the generated secret containing the certificate and ¶ key pair. ¶ For convenience, it is recommended that this value be the same as <service_name>. ¶ For example, use the following command to annotate the service test1: ¶ $ oc annotate service test1 service.beta.openshift.io/serving-cert-secret-name=test1 ¶ 2. Examine the service to confirm that the annotations are present: $ oc describe service <service_name> ¶ Annotations: service.beta.openshift.io/serving-cert-secret-name: <service_name> ¶ service.beta.openshift.io/serving-cert-signed-by: openshift-service-serving- ¶ signer@1556850837 ¶ 3. After the cluster generates a secret for your service, your Pod spec can mount it, and the pod will run after it becomes available. ¶ Creating a re-encrypt route with a custom certificate","",""
"CONFIGURING CERTIFICATES > SECURING SERVICE TRAFFIC USING SERVICE SERVING","3.3.3","Add the service CA bundle to a config map","A pod can access the service Certificate Authority (CA) certificate by mounting a ConfigMap object that has the service.beta.openshift.io/inject-cabundle=true annotation. After annotating the config map, the cluster automatically injects the service CA certificate into the service-ca.crt key on the config map. Access to this CA certificate allows TLS clients to verify connections to services by using service serving certificates. ¶ After adding this annotation to a config map, the OpenShift Service CA Operator deletes all the data in the config map. Consider using a separate config map to contain the service-ca.crt, instead of using the same config map that stores your pod configuration. ¶ 1. Annotate the config map with the service.beta.openshift.io/inject-cabundle=true annotation by entering the following command: ¶ $ oc annotate configmap <config_map_name> \ 1 service.beta.openshift.io/inject-cabundle=true ¶ 1 Replace <config_map_name> with the name of the config map to annotate. ¶ Explicitly referencing the service-ca.crt key in a volume mount prevents a pod from starting until the config map has been injected with the CA bundle. You can override this behavior by setting the optional parameter to true in the serving certificate configuration of the volume. ¶ 2. View the config map to ensure that the service CA bundle has been injected: ¶ $ oc get configmap <config_map_name> -o yaml ¶ The CA bundle is displayed as the value of the service-ca.crt key in the YAML output: ¶ data: ¶ service-ca.crt: | ----BEGIN CERTIFICATE----- ¶ 3. Mount the config map as a volume to each container that exists in a pod by configuring your Deployment object. ¶ Example Deployment object that defines the volume for the mounted config map ¶ apiVersion: apps/v1 kind: Deployment ¶ name: my-example-custom-ca-deployment namespace: my-example-custom-ca-ns ¶ name: my-container-that-needs-custom-ca volumeMounts: name: trusted-ca mountPath: /etc/pki/ca-trust/extracted/pem readOnly: true name: trusted-ca configMap: name: <config_map_name> 1 items: key: ca-bundle.crt 2 path: tls-ca-bundle.pem 3 ¶ 1 Specify the name of the config map that you annotated in an earlier step of the procedure. ¶ 2 ca-bundle.crt is required as the ConfigMap key. ¶ 3 tls-ca-bundle.pem is required as the ConfigMap path.","",""
"CONFIGURING CERTIFICATES > SECURING SERVICE TRAFFIC USING SERVICE SERVING","3.3.4","Add the service CA bundle to an API service","You can annotate an APIService object with service.beta.openshift.io/inject-cabundle=true to have its spec.caBundle field populated with the service CA bundle. This allows the Kubernetes API server to validate the service CA certificate used to secure the targeted endpoint. ¶ 1. Annotate the API service with service.beta.openshift.io/inject-cabundle=true: ¶ $ oc annotate apiservice <api_service_name> \ 1 service.beta.openshift.io/inject-cabundle=true ¶ 1 Replace <api_service_name> with the name of the API service to annotate. ¶ For example, use the following command to annotate the API service test1: ¶ $ oc annotate apiservice test1 service.beta.openshift.io/inject-cabundle=true ¶ 2. View the API service to ensure that the service CA bundle has been injected: ¶ $ oc get apiservice <api_service_name> -o yaml ¶ The CA bundle is displayed in the spec.caBundle field in the YAML output: ¶ apiVersion: apiregistration.k8s.io/v1 ""true"" kind: APIService ¶ service.beta.openshift.io/inject-cabundle: ¶ caBundle: <CA_BUNDLE>","",""
"CONFIGURING CERTIFICATES > SECURING SERVICE TRAFFIC USING SERVICE SERVING","3.3.5","Add the service CA bundle to a custom resource definition","You can annotate a CustomResourceDefinition (CRD) object with service.beta.openshift.io/inject- cabundle=true to have its spec.conversion.webhook.clientConfig.caBundle field populated with the service CA bundle. This allows the Kubernetes API server to validate the service CA certificate used to secure the targeted endpoint. ¶ The service CA bundle will only be injected into the CRD if the CRD is configured to use a webhook for conversion. It is only useful to inject the service CA bundle if a CRD's webhook is secured with a service CA certificate. ¶ 1. Annotate the CRD with service.beta.openshift.io/inject-cabundle=true: ¶ $ oc annotate crd <crd_name> \ 1 service.beta.openshift.io/inject-cabundle=true ¶ 1 Replace <crd_name> with the name of the CRD to annotate. ¶ For example, use the following command to annotate the CRD test1: ¶ $ oc annotate crd test1 service.beta.openshift.io/inject-cabundle=true ¶ 2. View the CRD to ensure that the service CA bundle has been injected: ¶ $ oc get crd <crd_name> -o yaml ¶ The CA bundle is displayed in the spec.conversion.webhook.clientConfig.caBundle field in the YAML output: ¶ apiVersion: apiextensions.k8s.io/v1 kind: CustomResourceDefinition ¶ service.beta.openshift.io/inject-cabundle: ""true"" ¶ conversion: strategy: Webhook webhook: clientConfig: caBundle: <CA_BUNDLE>","",""
"CONFIGURING CERTIFICATES > SECURING SERVICE TRAFFIC USING SERVICE SERVING","3.3.6","Add the service CA bundle to a mutating webhook configuration","You can annotate a MutatingWebhookConfiguration object with service.beta.openshift.io/inject- cabundle=true to have the clientConfig.caBundle field of each webhook populated with the service CA bundle. This allows the Kubernetes API server to validate the service CA certificate used to secure the targeted endpoint. ¶ Do not set this annotation for admission webhook configurations that need to specify different CA bundles for different webhooks. If you do, then the service CA bundle will be injected for all webhooks. ¶ 1. Annotate the mutating webhook configuration with service.beta.openshift.io/inject- cabundle=true: ¶ $ oc annotate mutatingwebhookconfigurations <mutating_webhook_name> \ 1 service.beta.openshift.io/inject-cabundle=true ¶ 1 Replace <mutating_webhook_name> with the name of the mutating webhook configuration to annotate. ¶ For example, use the following command to annotate the mutating webhook configuration test1: ¶ $ oc annotate mutatingwebhookconfigurations test1 service.beta.openshift.io/inject- cabundle=true ¶ 2. View the mutating webhook configuration to ensure that the service CA bundle has been injected: ¶ $ oc get mutatingwebhookconfigurations <mutating_webhook_name> -o yaml ¶ The CA bundle is displayed in the clientConfig.caBundle field of all webhooks in the YAML output: ¶ apiVersion: admissionregistration.k8s.io/v1 kind: MutatingWebhookConfiguration ¶ service.beta.openshift.io/inject-cabundle: ""true"" ¶ webhooks: myWebhook: ¶ v1beta1 clientConfig: ¶ caBundle: <CA_BUNDLE>","",""
"CONFIGURING CERTIFICATES > SECURING SERVICE TRAFFIC USING SERVICE SERVING","3.3.7","Add the service CA bundle to a validating webhook configuration","You can annotate a ValidatingWebhookConfiguration object with service.beta.openshift.io/inject- cabundle=true to have the clientConfig.caBundle field of each webhook populated with the service CA bundle. This allows the Kubernetes API server to validate the service CA certificate used to secure the targeted endpoint. ¶ Do not set this annotation for admission webhook configurations that need to specify different CA bundles for different webhooks. If you do, then the service CA bundle will be injected for all webhooks. ¶ 1. Annotate the validating webhook configuration with service.beta.openshift.io/inject- cabundle=true: ¶ $ oc annotate validatingwebhookconfigurations <validating_webhook_name> \ 1 service.beta.openshift.io/inject-cabundle=true ¶ 1 Replace <validating_webhook_name> with the name of the validating webhook configuration to annotate. ¶ For example, use the following command to annotate the validating webhook configuration test1: ¶ $ oc annotate validatingwebhookconfigurations test1 service.beta.openshift.io/inject- cabundle=true ¶ 2. View the validating webhook configuration to ensure that the service CA bundle has been injected: ¶ $ oc get validatingwebhookconfigurations <validating_webhook_name> -o yaml ¶ The CA bundle is displayed in the clientConfig.caBundle field of all webhooks in the YAML output: ¶ apiVersion: admissionregistration.k8s.io/v1 kind: ValidatingWebhookConfiguration ¶ service.beta.openshift.io/inject-cabundle: ""true"" ¶ webhooks: ¶ myWebhook: v1beta1 clientConfig: caBundle: <CA_BUNDLE>","",""
"CONFIGURING CERTIFICATES > SECURING SERVICE TRAFFIC USING SERVICE SERVING","3.3.8","Manually rotate the generated service certificate","You can rotate the service certificate by deleting the associated secret. Deleting the secret results in a new one being automatically created, resulting in a new certificate. ¶ A secret containing the certificate and key pair must have been generated for the service. ¶ 1. Examine the service to determine the secret containing the certificate. This is found in the serving-cert-secret-name annotation, as seen below. ¶ $ oc describe service <service_name> ¶ service.beta.openshift.io/serving-cert-secret-name: <secret> ¶ 2. Delete the generated secret for the service. This process will automatically recreate the secret. ¶ $ oc delete secret <secret> 1 ¶ 1 Replace <secret> with the name of the secret from the previous step. ¶ 3. Confirm that the certificate has been recreated by obtaining the new secret and examining the AGE. ¶ $ oc get secret <service_name> ¶ NAME TYPE DATA AGE ¶ <service.name> kubernetes.io/tls 2 1s","",""
"CONFIGURING CERTIFICATES > SECURING SERVICE TRAFFIC USING SERVICE SERVING","3.3.9","Manually rotate the service CA certificate","The service CA is valid for 26 months and is automatically refreshed when there is less than 13 months validity left. ¶ If necessary, you can manually refresh the service CA by using the following procedure. ¶ A manually-rotated service CA does not maintain trust with the previous service CA. You might experience a temporary service disruption until the pods in the cluster are restarted, which ensures that pods are using service serving certificates issued by the new service CA. ¶ You must be logged in as a cluster admin. ¶ 1. View the expiration date of the current service CA certificate by using the following command. $ oc get secrets/signing-key -n openshift-service-ca \ o template='{{index .data ""tls.crt""}}' \ | base64 --decode \ | openssl x509 -noout -enddate ¶ 2. Manually rotate the service CA. This process generates a new service CA which will be used to sign the new service certificates. $ oc delete secret/signing-key -n openshift-service-ca ¶ 3. To apply the new certificates to all services, restart all the pods in your cluster. This command ensures that all services use the updated certificates. $ for I in $(oc get ns -o jsonpath='{range .items[*]} {.metadata.name}{""\n""} {end}'); \ do oc delete pods --all -n $I; \ sleep 1; \ done ¶ This command will cause a service interruption, as it goes through and deletes every running pod in every namespace. These pods will automatically restart after they are deleted.","",""
"CONFIGURING CERTIFICATES > UPDATING THE CA BUNDLE","3.4.1","Understanding the CA Bundle certificate","Proxy certificates allow users to specify one or more custom certificate authority (CA) used by platform ¶ Proxy certificates allow users to specify one or more custom certificate authority (CA) used by platform components when making egress connections. ¶ The trustedCA field of the Proxy object is a reference to a config map that contains a user-provided trusted certificate authority (CA) bundle. This bundle is merged with the Red Hat Enterprise Linux CoreOS (RHCOS) trust bundle and injected into the trust store of platform components that make egress HTTPS calls. For example, image-registry-operator calls an external image registry to download images. If trustedCA is not specified, only the RHCOS trust bundle is used for proxied HTTPS connections. Provide custom CA certificates to the RHCOS trust bundle if you want to use your own certificate infrastructure. ¶ The trustedCA field should only be consumed by a proxy validator. The validator is responsible for reading the certificate bundle from required key ca-bundle.crt and copying it to a config map named trusted-ca-bundle in the openshift-config-managed namespace. The namespace for the config map referenced by trustedCA is openshift-config: ¶ kind: ConfigMap ¶ name: user-ca-bundle namespace: openshift-config data: ca-bundle.crt: | ¶ ----BEGIN CERTIFICATE----- Custom CA certificate bundle. ----END CERTIFICATE-----","",""
"CONFIGURING CERTIFICATES > UPDATING THE CA BUNDLE","3.4.2","Replacing the CA Bundle certificate","1. Create a config map that includes the root CA certificate used to sign the wildcard certificate: ¶ $ oc create configmap custom-ca \ -from-file=ca-bundle.crt=</path/to/example-ca.crt> \ 1 n openshift-config ¶ 1 </path/to/example-ca.crt> is the path to the CA certificate bundle on your local file system. ¶ 2. Update the cluster-wide proxy configuration with the newly created config map: ¶ $ oc patch proxy/cluster \ -type=merge \ -patch='{""spec"":{""trustedCA"":{""name"":""custom-ca""}}}'","",""
"CONFIGURING CERTIFICATES > UPDATING THE CA BUNDLE","3.4.3","Additional resources","Replacing the default ingress certificate ¶ Enabling the cluster-wide proxy ¶ Proxy certificate customization","",""
"CERTIFICATE TYPES AND DESCRIPTIONS > USER-PROVIDED CERTIFICATES FOR THE API SERVER","4.1.1","Purpose","The API server is accessible by clients external to the cluster at api.<cluster_name>.<base_domain>. You might want clients to access the API server at a different hostname or without the need to distribute the cluster-managed certificate authority (CA) certificates to the clients. The administrator must set a custom default certificate to be used by the API server when serving content.","",""
"CERTIFICATE TYPES AND DESCRIPTIONS > USER-PROVIDED CERTIFICATES FOR THE API SERVER","4.1.2","Location","The user-provided certificates must be provided in a kubernetes.io/tls type Secret in the openshift- config namespace. Update the API server cluster configuration, the apiserver/cluster resource, to enable the use of the user-provided certificate.","",""
"CERTIFICATE TYPES AND DESCRIPTIONS > USER-PROVIDED CERTIFICATES FOR THE API SERVER","4.1.3","Management","User-provided certificates are managed by the user.","",""
"CERTIFICATE TYPES AND DESCRIPTIONS > USER-PROVIDED CERTIFICATES FOR THE API SERVER","4.1.4","Expiration","API server client certificate expiration is less than five minutes. User-provided certificates are managed by the user.","",""
"CERTIFICATE TYPES AND DESCRIPTIONS > USER-PROVIDED CERTIFICATES FOR THE API SERVER","4.1.5","Customization","Update the secret containing the user-managed certificate as needed.","",""
"CERTIFICATE TYPES AND DESCRIPTIONS > USER-PROVIDED CERTIFICATES FOR THE API SERVER","4.1.6","Additional resources","Adding API server certificates","",""
"CERTIFICATE TYPES AND DESCRIPTIONS > PROXY CERTIFICATES > Purpose","4.2.1.1","Additional resources","Configuring the cluster-wide proxy","",""
