"Group","ID","Item","Guidance","Done","Notes"
"UNDERSTANDING OPERATORS > OPERATOR LIFECYCLE MANAGER (OLM) > Operator Lifecycle Manager dependency resolution > Dependency preferences","2.4.4.5.3","Order within a channel","There are almost always multiple options to satisfy a dependency within a single channel. For example, Operators in one package and channel provide the same set of APIs. ¶ When a user creates a subscription, they indicate which channel to receive updates from. This ¶ When a user creates a subscription, they indicate which channel to receive updates from. This immediately reduces the search to just that one channel. But within the channel, it is likely that many Operators satisfy a dependency. ¶ Within a channel, newer Operators that are higher up in the update graph are preferred. If the head of a channel satisfies a dependency, it will be tried first. ¶ 2.4.4.5.4. Other constraints In addition to the constraints supplied by package dependencies, OLM includes additional constraints to represent the desired user state and enforce resolution invariants. ¶ 2.4.4.5.4.1. Subscription constraint A subscription constraint filters the set of Operators that can satisfy a subscription. Subscriptions are user-supplied constraints for the dependency resolver. They declare the intent to either install a new Operator if it is not already on the cluster, or to keep an existing Operator updated. ¶ 2.4.4.5.4.2. Package constraint Within a namespace, no two Operators may come from the same package. ¶ 2.4.4.5.5. Additional resources Catalog health requirements ¶ 2.4.4.6. CRD upgrades OLM upgrades a custom resource definition (CRD) immediately if it is owned by a singular cluster service version (CSV). If a CRD is owned by multiple CSVs, then the CRD is upgraded when it has satisfied all of the following backward compatible conditions: ¶ All existing serving versions in the current CRD are present in the new CRD. ¶ All existing instances, or custom resources, that are associated with the serving versions of the CRD are valid when validated against the validation schema of the new CRD. ¶ 2.4.4.7. Dependency best practices When specifying dependencies, there are best practices you should consider. ¶ Depend on APIs or a specific version range of Operators Operators can add or remove APIs at any time; always specify an olm.gvk dependency on any APIs your Operators requires. The exception to this is if you are specifying olm.package constraints instead. ¶ Set a minimum version The Kubernetes documentation on API changes describes what changes are allowed for Kubernetes- style Operators. These versioning conventions allow an Operator to update an API without bumping the API version, as long as the API is backwards-compatible. For Operator dependencies, this means that knowing the API version of a dependency might not be enough to ensure the dependent Operator works as intended. ¶ For example: ¶ TestOperator v1.0.0 provides v1alpha1 API version of the MyObject resource. ¶ TestOperator v1.0.1 adds a new field spec.newfield to MyObject, but still at v1alpha1. ¶ Your Operator might require the ability to write spec.newfield into the MyObject resource. An olm.gvk constraint alone is not enough for OLM to determine that you need TestOperator v1.0.1 and not TestOperator v1.0.0. ¶ Whenever possible, if a specific Operator that provides an API is known ahead of time, specify an additional olm.package constraint to set a minimum. ¶ Omit a maximum version or allow a very wide range Because Operators provide cluster-scoped resources such as API services and CRDs, an Operator that specifies a small window for a dependency might unnecessarily constrain updates for other consumers of that dependency. Whenever possible, do not set a maximum version. Alternatively, set a very wide semantic range to prevent conflicts with other Operators. For example, >1.0.0 <2.0.0. ¶ Unlike with conventional package managers, Operator authors explicitly encode that updates are safe through channels in OLM. If an update is available for an existing subscription, it is assumed that the Operator author is indicating that it can update from the previous version. Setting a maximum version for a dependency overrides the update stream of the author by unnecessarily truncating it at a particular upper bound. ¶ Cluster administrators cannot override dependencies set by an Operator author. ¶ However, maximum versions can and should be set if there are known incompatibilities that must be avoided. Specific versions can be omitted with the version range syntax, for example > 1.0.0 !1.2.1. ¶ Kubernetes documentation: Changing the API","",""
"UNDERSTANDING OPERATORS > OPERATOR LIFECYCLE MANAGER (OLM) > Operator Lifecycle Manager dependency resolution","2.4.4.8","Dependency caveats","When specifying dependencies, there are caveats you should consider. ¶ No compound constraints (AND) There is currently no method for specifying an AND relationship between constraints. In other words, there is no way to specify that one Operator depends on another Operator that both provides a given API and has version >1.1.0. This means that when specifying a dependency such as: ¶ dependencies: type: olm.package ¶ packageName: etcd version: "">3.1.0"" ¶ type: olm.gvk ¶ group: etcd.database.coreos.com kind: EtcdCluster version: v1beta2 ¶ It would be possible for OLM to satisfy this with two Operators: one that provides EtcdCluster and one that has version >3.1.0. Whether that happens, or whether an Operator is selected that satisfies both constraints, depends on the ordering that potential options are visited. Dependency preferences and ordering options are well-defined and can be reasoned about, but to exercise caution, Operators should stick to one mechanism or the other. ¶ Cross-namespace compatibility OLM performs dependency resolution at the namespace scope. It is possible to get into an update deadlock if updating an Operator in one namespace would be an issue for an Operator in another namespace, and vice-versa. ¶ 2.4.4.9. Example dependency resolution scenarios In the following examples, a provider is an Operator which ""owns"" a CRD or API service. ¶ 2.4.4.9.1. Example: Deprecating dependent APIs A and B are APIs (CRDs): ¶ The provider of A depends on B. The provider of B has a subscription. The provider of B updates to provide C but deprecates B. This results in: B no longer has a provider. A no longer works. This is a case OLM prevents with its upgrade strategy. ¶ 2.4.4.9.2. Example: Version deadlock A and B are APIs: ¶ The provider of A requires B. The provider of B requires A. The provider of A updates to (provide A2, require B2) and deprecate A. The provider of B updates to (provide B2, require A2) and deprecate B. If OLM attempts to update A without simultaneously updating B, or vice-versa, it is unable to progress to new versions of the Operators, even though a new compatible set can be found. This is another case OLM prevents with its upgrade strategy.","",""
"UNDERSTANDING OPERATORS > OPERATOR LIFECYCLE MANAGER (OLM) > Operator groups","2.4.5.1","About Operator groups","An Operator group defines multitenant configuration for OLM-installed Operators through an OperatorGroup resource. An Operator group selects target namespaces where the required RBAC access is generated for member Operators . ¶ The set of target namespaces is provided by a comma-delimited string stored in the olm.targetNamespaces annotation of a cluster service version (CSV). This annotation is applied to the CSV instances of member Operators and is projected into their deployments.","",""
"UNDERSTANDING OPERATORS > OPERATOR LIFECYCLE MANAGER (OLM) > Operator groups","2.4.5.2","Operator group membership","An Operator becomes a member of an Operator group when its cluster service version (CSV) is in the same namespace and its install modes support the group's target namespaces. ¶ An install mode in a CSV consists of an InstallModeType field and a boolean Supported field. The spec of a CSV can contain a set of install modes of four distinct InstallModeTypes: ¶ InstallModeType Description ¶ OwnNamespace The Operator can be a member of an Operator group that selects its own namespace. ¶ SingleNamespace The Operator can be a member of an Operator group that selects one namespace. ¶ MultiNamespace The Operator can be a member of an Operator group that selects more than one namespace. ¶ AllNamespaces The Operator can be a member of an Operator group that selects all namespaces (target namespace set is the empty string """"). ¶ If the spec of a CSV omits an entry of InstallModeType, then that type is considered unsupported unless support can be inferred by an existing entry that implicitly supports it. ¶ 2.4.5.3. Target namespace selection You can explicitly name the target namespace for an Operator group using the spec.targetNamespaces parameter. Example Operator group ¶ name: my-group namespace: my-namespace ¶ targetNamespaces: my-namespace ¶ You can alternatively specify a namespace using a label selector with the spec.selector parameter: ¶ name: my-group namespace: my-namespace selector: ¶ cool.io/prod: ""true"" ¶ Listing multiple namespaces via spec.targetNamespaces or use of a label selector via spec.selector is not recommended, as the support for more than one target namespace in an Operator group will likely be removed in a future release. ¶ If both spec.targetNamespaces and spec.selector are defined, spec.selector is ignored. Alternatively, you can omit both spec.selector and spec.targetNamespaces to specify a global Operator group, which selects all namespaces: ¶ name: my-group namespace: my-namespace ¶ The resolved set of selected namespaces is shown in the status.namespaces parameter of an Opeator group. The status.namespace of a global Operator group contains the empty string ( """"), which signals to a consuming Operator that it should watch all namespaces.","",""
"UNDERSTANDING OPERATORS > OPERATOR LIFECYCLE MANAGER (OLM) > Operator groups","2.4.5.4","Operator group CSV annotations","Member cluster service versions (CSVs) of an Operator group carry annotations that identify the group name, namespace, and target namespace selection. ¶ Member CSVs of an Operator group have the following annotations: ¶ Annotation Description olm.operatorGroup=<group_name> Contains the name of the Operator group. ¶ Annotation CHAPTER 2. UNDERSTANDING OPERATORS Description olm.operatorNamespace= Contains the namespace of the Operator group. <group_namespace> ¶ olm.targetNamespaces= Contains a comma-delimited string that lists the <target_namespaces> target namespace selection of the Operator group. ¶ All annotations except olm.targetNamespaces are included with copied CSVs. Omitting the olm.targetNamespaces annotation on copied CSVs prevents the duplication of target namespaces between tenants.","",""
"UNDERSTANDING OPERATORS > OPERATOR LIFECYCLE MANAGER (OLM) > Operator groups","2.4.5.5","Provided APIs annotation","A group/version/kind (GVK) is a unique identifier for a Kubernetes API. Information about what GVKs are provided by an Operator group are shown in an olm.providedAPIs annotation. The value of the annotation is a string consisting of <kind>.<version>.<group> delimited with commas. The GVKs of CRDs and API services provided by all active member CSVs of an Operator group are included. ¶ Review the following example of an OperatorGroup object with a single active member CSV that provides the PackageManifest resource: ¶ olm.providedAPIs: PackageManifest.v1alpha1.packages.apps.redhat.com ¶ name: olm-operators namespace: local selector: {} serviceAccountName: ¶ creationTimestamp: null ¶ targetNamespaces: local status: lastUpdated: 2019-02-19T16:18:28Z namespaces: local","",""
"UNDERSTANDING OPERATORS > OPERATOR LIFECYCLE MANAGER (OLM) > Operator groups","2.4.5.6","Role-based access control","When an Operator group is created, three cluster roles are generated. When the cluster roles are generated, they are automatically suffixed with a hash value to ensure that each cluster role is unique. ¶ Each Operator group contains a single aggregation rule with a cluster role selector set to match a label, ¶ Each Operator group contains a single aggregation rule with a cluster role selector set to match a label, as shown in the following table: ¶ Cluster role Label to match ¶ olm.og.<operatorgroup_name>-admin- olm.opgroup.permissions/aggregate-to- <hash_value> admin: <operatorgroup_name> ¶ olm.og.<operatorgroup_name>-edit- olm.opgroup.permissions/aggregate-to-edit: <hash_value> <operatorgroup_name> ¶ olm.og.<operatorgroup_name>-view- olm.opgroup.permissions/aggregate-to-view: <hash_value> <operatorgroup_name> ¶ To use the cluster role of an Operator group to assign role-based access control (RBAC) to a resource, get the full name of cluster role and hash value by running the following command: ¶ $ oc get clusterroles | grep <operatorgroup_name> ¶ Because the hash value is generated when the Operator group is created, you must create the Operator group before you can look up the complete name of the cluster role. ¶ The following RBAC resources are generated when a CSV becomes an active member of an Operator group, as long as the CSV is watching all namespaces with the AllNamespaces install mode and is not in a failed state with reason InterOperatorGroupOwnerConflict: ¶ Cluster roles for each API resource from a CRD ¶ Cluster roles for each API resource from an API service ¶ Additional roles and role bindings ¶ Cluster role Settings ¶ <kind>.<group>-<version>-admin Verbs on <kind>: ¶ Aggregation labels: ¶ rbac.authorization.k8s.io/aggregate- to-admin: true ¶ olm.opgroup.permissions/aggregate- to-admin: <operatorgroup_name> ¶ Cluster role CHAPTER 2. UNDERSTANDING OPERATORS <kind>.<group>-<version>-edit Settings <kind>.<group>-<version>-view Verbs on <kind>: <kind>.<group>-<version>-view-crdview create update patch delete ¶ Aggregation labels: rbac.authorization.k8s.io/aggregate- to-edit: true olm.opgroup.permissions/aggregate- to-edit: <operatorgroup_name> ¶ Verbs on <kind>: get list watch ¶ Aggregation labels: rbac.authorization.k8s.io/aggregate- to-view: true olm.opgroup.permissions/aggregate- to-view: <operatorgroup_name> ¶ Verbs on apiextensions.k8s.io customresourcedefinitions <crd-name>: ¶ get Aggregation labels: ¶ rbac.authorization.k8s.io/aggregate- to-view: true olm.opgroup.permissions/aggregate- to-view: <operatorgroup_name> ¶ OpenShift Container Platform 4.21 Operators Settings Cluster role <kind>.<group>-<version>-admin Verbs on <kind>: <kind>.<group>-<version>-edit Aggregation labels: <kind>.<group>-<version>-view rbac.authorization.k8s.io/aggregate- to-admin: true olm.opgroup.permissions/aggregate- to-admin: <operatorgroup_name> ¶ Verbs on <kind>: create update patch delete ¶ Aggregation labels: rbac.authorization.k8s.io/aggregate- to-edit: true olm.opgroup.permissions/aggregate- to-edit: <operatorgroup_name> ¶ Verbs on <kind>: get list watch ¶ Aggregation labels: rbac.authorization.k8s.io/aggregate- to-view: true olm.opgroup.permissions/aggregate- to-view: <operatorgroup_name> ¶ 2.4.5.6.1. Additional roles and role bindings If the CSV defines exactly one target namespace that contains *, then a cluster role and corresponding cluster role binding are generated for each permission defined in the permissions field of the CSV. All resources generated are given the olm.owner: <csv_name> and olm.owner.namespace: <csv_namespace> labels. ¶ If the CSV does not define exactly one target namespace that contains *, then all roles and role bindings in the Operator namespace with the olm.owner: <csv_name> and olm.owner.namespace: <csv_namespace> labels are copied into the target namespace.","",""
"UNDERSTANDING OPERATORS > OPERATOR LIFECYCLE MANAGER (OLM) > Operator groups","2.4.5.7","Copied CSVs","Operator Lifecycle Manager (OLM) creates copies of all active member CSVs of an Operator group in each of the target namespaces of that Operator group. The purpose of a copied CSV is to tell users of a target namespace that a specific Operator is configured to watch resources created there. ¶ Copied CSVs have a status reason Copied and are updated to match the status of their source CSV. The olm.targetNamespaces annotation is stripped from copied CSVs before they are created on the cluster. Omitting the target namespace selection avoids the duplication of target namespaces between tenants. ¶ Copied CSVs are deleted when their source CSV no longer exists or the Operator group that their source CSV belongs to no longer targets the namespace of the copied CSV. ¶ By default, the disableCopiedCSVs field is disabled. After enabling a disableCopiedCSVs field, the OLM deletes existing copied CSVs on a cluster. When a disableCopiedCSVs field is disabled, the OLM adds copied CSVs again. ¶ Disable the disableCopiedCSVs field: ¶ $ cat << EOF | oc apply -f - kind: OLMConfig ¶ name: cluster ¶ features: disableCopiedCSVs: false ¶ Enable the disableCopiedCSVs field: ¶ $ cat << EOF | oc apply -f - kind: OLMConfig ¶ name: cluster ¶ features: disableCopiedCSVs: true","",""
"UNDERSTANDING OPERATORS > OPERATOR LIFECYCLE MANAGER (OLM) > Operator groups","2.4.5.8","Static Operator groups","A static Operator group has spec.staticProvidedAPIs set to true, so OLM does not modify the olm.providedAPIs annotation. You can set this annotation in advance to reserve API ownership and prevent resource contention without active member CSVs. ¶ Below is an example of an Operator group that protects Prometheus resources in all namespaces with the something.cool.io/cluster-monitoring: ""true"" annotation: ¶ name: cluster-monitoring namespace: cluster-monitoring ¶ olm.providedAPIs: Alertmanager.v1.monitoring.coreos.com,Prometheus.v1.monitoring.coreos.com,PrometheusRule.v1.mo nitoring.coreos.com,ServiceMonitor.v1.monitoring.coreos.com ¶ staticProvidedAPIs: true selector: ¶ matchLabels: something.cool.io/cluster-monitoring: ""true""","",""
"UNDERSTANDING OPERATORS > OPERATOR LIFECYCLE MANAGER (OLM) > Operator groups > Operator group intersection","2.4.5.9.1","Rules for intersection","Each time an active member CSV synchronizes, OLM queries the cluster for the set of intersecting provided APIs between the Operator group of the CSV and all others. OLM then checks if that set is an empty set: ¶ If true and the CSV's provided APIs are a subset of the Operator group's: ¶ Continue transitioning. ¶ If true and the CSV's provided APIs are not a subset of the Operator group's: ¶ If the Operator group is static: ¶ Clean up any deployments that belong to the CSV. ¶ Transition the CSV to a failed state with status reason CannotModifyStaticOperatorGroupProvidedAPIs. ¶ If the Operator group is not static: ¶ Replace the Operator group's olm.providedAPIs annotation with the union of itself and the CSV's provided APIs. ¶ If false and the CSV's provided APIs are not a subset of the Operator group's: ¶ Clean up any deployments that belong to the CSV. ¶ Transition the CSV to a failed state with status reason InterOperatorGroupOwnerConflict. ¶ If false and the CSV's provided APIs are a subset of the Operator group's: ¶ If the Operator group is static: Clean up any deployments that belong to the CSV. ¶ Transition the CSV to a failed state with status reason CannotModifyStaticOperatorGroupProvidedAPIs. ¶ If the Operator group is not static: Replace the Operator group's olm.providedAPIs annotation with the difference between itself and the CSV's provided APIs. ¶ Failure states caused by Operator groups are non-terminal. ¶ The following actions are performed each time an Operator group synchronizes: ¶ The set of provided APIs from active member CSVs is calculated from the cluster. Note that copied CSVs are ignored. ¶ The cluster set is compared to olm.providedAPIs, and if olm.providedAPIs contains any extra APIs, then those APIs are pruned. ¶ All CSVs that provide the same APIs across all namespaces are requeued. This notifies conflicting CSVs in intersecting groups that their conflict has possibly been resolved, either through resizing or through deletion of the conflicting CSV. ¶ 2.4.5.10. Limitations for multitenant Operator management OpenShift Container Platform provides limited support for simultaneously installing different versions of an Operator on the same cluster. Operator Lifecycle Manager (OLM) installs Operators multiple times in different namespaces. One constraint of this is that the Operator's API versions must be the same. ¶ Operators are control plane extensions due to their usage of CustomResourceDefinition objects (CRDs), which are global resources in Kubernetes. Different major versions of an Operator often have incompatible CRDs. This makes them incompatible to install simultaneously in different namespaces on a cluster. ¶ All tenants, or namespaces, share the same control plane of a cluster. Therefore, tenants in a multitenant cluster also share global CRDs, which limits the scenarios in which different instances of the same Operator can be used in parallel on the same cluster. ¶ The supported scenarios include the following: ¶ Operators of different versions that ship the exact same CRD definition (in case of versioned CRDs, the exact same set of versions) ¶ Operators of different versions that do not ship a CRD, and instead have their CRD available in a separate bundle in the software catalog ¶ All other scenarios are not supported, because the integrity of the cluster data cannot be guaranteed if there are multiple competing or overlapping CRDs from different Operator versions to be reconciled on the same cluster. ¶ Operator Lifecycle Manager (OLM) Multitenancy and Operator colocation ¶ Operators in multitenant clusters ¶ Allowing non-cluster administrators to install Operators","",""
"UNDERSTANDING OPERATORS > OPERATOR LIFECYCLE MANAGER (OLM) > Operator groups","2.4.5.11","Troubleshooting Operator groups","2.4.5.11.1. Membership An install plan's namespace must contain only one Operator group. When attempting to generate a cluster service version (CSV) in a namespace, an install plan considers an Operator group invalid in the following scenarios: No Operator groups exist in the install plan's namespace. ¶ Multiple Operator groups exist in the install plan's namespace. ¶ An incorrect or non-existent service account name is specified in the Operator group. ¶ If an install plan encounters an invalid Operator group, the CSV is not generated and the InstallPlan resource continues to install with a relevant message. For example, the following message is provided if more than one Operator group exists in the same namespace: ¶ attenuated service account query failed - more than one operator group(s) are managing this namespace count=2 ¶ where count= specifies the number of Operator groups in the namespace. ¶ If the install modes of a CSV do not support the target namespace selection of the Operator group in its namespace, the CSV transitions to a failure state with the reason UnsupportedOperatorGroup. CSVs in a failed state for this reason transition to pending after either the target namespace selection of the Operator group changes to a supported configuration, or the install modes of the CSV are modified to support the target namespace selection.","",""
"UNDERSTANDING OPERATORS > OPERATOR LIFECYCLE MANAGER (OLM)","2.4.6","Multitenancy and Operator colocation","When Operators share a namespace, Operator Lifecycle Manager (OLM) treats them as related, which affects how they behave during updates. ¶ 2.4.6.1. Colocation of Operators in a namespace Operator Lifecycle Manager (OLM) treats OLM-managed Operators that are installed in the same namespace as related Operators. Even if the Operators are not actually related, OLM considers their states, such as their version and update policy, when any one of them is updated. ¶ This default behavior manifests in two ways: ¶ InstallPlan resources of pending updates include ClusterServiceVersion (CSV) resources of all other Operators that are in the same namespace. ¶ All Operators in the same namespace share the same update policy. For example, if one Operator is set to manual updates, all other Operators' update policies are also set to manual. ¶ These scenarios can lead to the following issues: ¶ It becomes hard to reason about install plans for Operator updates, because there are many more resources defined in them than just the updated Operator. ¶ It becomes impossible to have some Operators in a namespace update automatically while other are updated manually, which is a common desire for cluster administrators. ¶ These issues usually surface because, when installing Operators with the OpenShift Container Platform web console, the default behavior installs Operators that support the All namespaces install mode into the default openshift-operators global namespace. ¶ As a cluster administrator, you can bypass this default behavior manually by using the following workflow: ¶ 1. Create a namespace for the installation of the Operator. ¶ 2. Create a custom global Operator group, which is an Operator group that watches all namespaces. By associating this Operator group with the namespace you just created, it makes the installation namespace a global namespace, which makes Operators installed there available in all namespaces. ¶ 3. Install the desired Operator in the installation namespace. ¶ If the Operator has dependencies, the dependencies are automatically installed in the pre-created namespace. As a result, it is then valid for the dependency Operators to have the same update policy and shared install plans. For a detailed procedure, see ""Installing global Operators in custom namespaces"". ¶ Installing global Operators in custom namespaces ¶ Operators in multitenant clusters","",""
"UNDERSTANDING OPERATORS > OPERATOR LIFECYCLE MANAGER (OLM) > Operator conditions","2.4.7.2.1","Upgradeable condition","The Upgradeable Operator condition prevents an existing cluster service version (CSV) from being replaced by a newer version of the CSV. This condition is useful when: ¶ An Operator is about to start a critical process and should not be upgraded until the process is completed. ¶ An Operator is performing a migration of custom resources (CRs) that must be completed before the Operator is ready to be upgraded. ¶ Setting the Upgradeable Operator condition to the False value does not avoid pod disruption. If you must ensure your pods are not disrupted, see ""Using pod disruption budgets to specify the number of pods that must be up"" and ""Graceful termination"" in the ""Additional resources"" section. ¶ Example Upgradeable Operator condition ¶ kind: OperatorCondition ¶ name: my-operator namespace: operators conditions: type: Upgradeable 1 ¶ status: ""False"" 2 reason: ""migration"" message: ""The Operator is performing a migration."" lastTransitionTime: ""2020-08-24T23:15:55Z"" ¶ 1 Name of the condition. 2 A False value indicates the Operator is not ready to be upgraded. OLM prevents a CSV that ¶ replaces the existing CSV of the Operator from leaving the Pending phase. A False value does not block cluster upgrades. ¶ 2.4.7.3. Additional resources Managing Operator conditions ¶ Understanding how to use pod disruption budgets to specify the number of pods that must be ¶ Understanding how to use pod disruption budgets to specify the number of pods that must be up ¶ Graceful termination","",""
"UNDERSTANDING OPERATORS > OPERATOR LIFECYCLE MANAGER (OLM) > Operator Lifecycle Manager metrics","2.4.8.1","Exposed metrics","Operator Lifecycle Manager (OLM) exposes certain OLM-specific resources for use by the Prometheus-based OpenShift Container Platform cluster monitoring stack. ¶ Name Description ¶ catalog_source Number of catalog sources. _count ¶ catalogsource_r State of a catalog source. The value 1 indicates that the catalog source is in aREADY eady state. The value of 0 indicates that the catalog source is not in aREADY state. ¶ csv_abnormal When reconciling a cluster service version (CSV), present whenever a CSV version is in any state other than Succeeded, for example when it is not installed. Includes the name, namespace, phase, reason, and version labels. A Prometheus alert is created when this metric is present. ¶ csv_count Number of CSVs successfully registered. ¶ csv_succeeded When reconciling a CSV, represents whether a CSV version is in a Succeeded state (value 1) or not (value 0). Includes the name, namespace, and version labels. ¶ csv_upgrade_c Monotonic count of CSV upgrades. ount ¶ install_plan_co Number of install plans. unt ¶ installplan_war Monotonic count of warnings generated by resources, such as deprecated resources, nings_total included in an install plan. ¶ olm_resolution_ The duration of a dependency resolution attempt. duration_secon ds ¶ Name Description ¶ subscription_co Number of subscriptions. unt ¶ subscription_sy Monotonic count of subscription syncs. Includes the channel, installed CSV, and nc_total subscription name labels.","",""
"UNDERSTANDING OPERATORS > OPERATOR LIFECYCLE MANAGER (OLM)","2.4.9","Webhook management in Operator Lifecycle Manager","Webhooks allow Operator authors to intercept, modify, and accept or reject resources before they are saved to the object store and handled by the Operator controller. Operator Lifecycle Manager (OLM) can manage the lifecycle of these webhooks when they are shipped alongside your Operator. ¶ 2.4.9.1. Additional resources Types of webhook admission plugins ¶ Validating admission webhooks (Kubernetes documentation) ¶ Mutating admission webhooks (Kubernetes documentation) ¶ Conversion webhooks (Kubernetes documentation)","",""
"UNDERSTANDING OPERATORS > UNDERSTANDING THE SOFTWARE CATALOG","2.5.1","About the software catalog","The software catalog is the web console interface in OpenShift Container Platform that cluster administrators use to discover and install Operators. With one click, an Operator can be pulled from its off-cluster source, installed and subscribed on the cluster, and made ready for engineering teams to self-service manage the product across deployment environments using Operator Lifecycle Manager (OLM). ¶ Cluster administrators can choose from catalogs grouped into the following categories: ¶ Category Description ¶ Red Hat Operators Red Hat products packaged and shipped by Red Hat. Supported by Red Hat. ¶ Certified Products from leading independent software vendors (ISVs). Red Hat partners with Operators ISVs to package and ship. Supported by the ISV. ¶ Community Optionally-visible software maintained by relevant representatives in the community Operators Operators GitHub repository. No official support. ¶ Category Description ¶ Custom Operators Operators you add to the cluster yourself. If you have not added any custom Operators, the Custom category does not appear in the web console software catalog. ¶ Operators in the software catalog are packaged to run on OLM. This includes a YAML file called a cluster service version (CSV) containing all of the CRDs, RBAC rules, deployments, and container images required to install and securely run the Operator. It also contains user-visible information like a description of its features and supported Kubernetes versions.","",""
"UNDERSTANDING OPERATORS > UNDERSTANDING THE SOFTWARE CATALOG > Software catalog architecture","2.5.2.1","OperatorHub custom resource","The Marketplace Operator manages an OperatorHub custom resource (CR) named cluster that manages the default CatalogSource objects provided with the software catalog. You can modify this resource to enable or disable the default catalogs, which is useful when configuring OpenShift Container Platform in restricted network environments. ¶ Example OperatorHub custom resource ¶ apiVersion: config.openshift.io/v1 kind: OperatorHub ¶ name: cluster ¶ disableAllDefaultSources: true 1 sources: [ 2 ¶ name: ""community-operators"", disabled: false ¶ ] ¶ 1 disableAllDefaultSources is an override that controls availability of all default catalogs that are configured by default during an OpenShift Container Platform installation. ¶ 2 Disable default catalogs individually by changing the disabled parameter value per source.","",""
"UNDERSTANDING OPERATORS > UNDERSTANDING THE SOFTWARE CATALOG","2.5.3","Additional resources","Catalog source Operator installation and upgrade workflow in OLM Red Hat Partner Connect","",""
"UNDERSTANDING OPERATORS > RED HAT-PROVIDED OPERATOR CATALOGS","2.6.1","About Operator catalogs","An Operator catalog is a repository of metadata that Operator Lifecycle Manager (OLM) can query to discover and install Operators and their dependencies on a cluster. OLM always installs Operators from the latest version of a catalog. ¶ An index image, based on the Operator bundle format, is a containerized snapshot of a catalog. It is an immutable artifact that contains the database of pointers to a set of Operator manifest content. A catalog can reference an index image to source its content for OLM on the cluster. ¶ As catalogs are updated, the latest versions of Operators change, and older versions may be removed or altered. In addition, when OLM runs on an OpenShift Container Platform cluster in a restricted network environment, it is unable to access the catalogs directly from the internet to pull the latest content. ¶ As a cluster administrator, you can create your own custom index image, either based on a Red Hat- provided catalog or from scratch, which can be used to source the catalog content on the cluster. Creating and updating your own index image provides a method for customizing the set of Operators available on the cluster, while also avoiding the aforementioned restricted network environment issues. ¶ Kubernetes periodically deprecates certain APIs that are removed in subsequent releases. As a result, Operators are unable to use removed APIs starting with the version of OpenShift Container Platform that uses the Kubernetes version that removed the API. ¶ Support for the legacy package manifest format for Operators, including custom catalogs that were using the legacy format, is removed in OpenShift Container Platform 4.8 and later. ¶ When creating custom catalog images, previous versions of OpenShift Container Platform 4 required using the oc adm catalog build command, which was deprecated for several releases and is now removed. With the availability of Red Hat-provided index images starting in OpenShift Container Platform 4.6, catalog builders must use the opm index command to manage index images. ¶ Managing custom catalogs ¶ Packaging format ¶ Mirroring images for a disconnected installation using the oc-mirror plugin ¶ Using Operator Lifecycle Manager in disconnected environments","",""
"UNDERSTANDING OPERATORS > RED HAT-PROVIDED OPERATOR CATALOGS","2.6.2","About Red Hat-provided Operator catalogs","The Red Hat-provided catalog sources are installed by default in the openshift-marketplace namespace, which makes the catalogs available cluster-wide in all namespaces. ¶ The following Operator catalogs are distributed by Red Hat: ¶ Catalog Index image Description redhat- registry.redhat.io/redhat/redhat-operator- operators index:v4.21 Red Hat products packaged and shipped certified- registry.redhat.io/redhat/certified-operator- by Red Hat. Supported operators index:v4.21 by Red Hat. ¶ community- registry.redhat.io/redhat/community-operator- Products from leading operators index:v4.21 independent software vendors (ISVs). Red Hat partners with ISVs to package and ship. Supported by the ISV. ¶ Software maintained by relevant representatives in the community Operators GitHub repository. No official support. ¶ During a cluster upgrade, the index image tag for the default Red Hat-provided catalog sources are updated automatically by the Cluster Version Operator (CVO) so that Operator Lifecycle Manager (OLM) pulls the updated version of the catalog. For example, during an upgrade from OpenShift ¶ Container Platform 4.8 to 4.9, the spec.image field in the CatalogSource object for the redhat- operators catalog is updated from: ¶ registry.redhat.io/redhat/redhat-operator-index:v4.8 ¶ to: ¶ registry.redhat.io/redhat/redhat-operator-index:v4.9 ¶ Community Operators (GitHub)","",""
"UNDERSTANDING OPERATORS > OPERATORS IN MULTITENANT CLUSTERS","2.7.1","Default Operator install modes and behavior","When you install Operators in OpenShift Container Platform by using the web console as an administrator, you can choose between single namespace and all namespaces install modes. ¶ Single namespace Installs the Operator in the chosen single namespace, and makes all permissions that the Operator requests available in that namespace. Because the Operator itself installs in the chosen namespace, its pod and service account are also located there. ¶ All namespaces Installs the Operator in the default openshift-operators namespace to watch and be made available to all namespaces in the cluster. Makes all permissions that the Operator requests available in all namespaces. In some cases, an Operator author can define metadata to give the user a second option for that Operator's suggested namespace. ¶ This choice also means that users in the affected namespaces get access to the Operators APIs, which can leverage the custom resources (CRs) they own, depending on their role in the namespace: ¶ The namespace-admin and namespace-edit roles can read/write to the Operator APIs, meaning they can use them. ¶ The namespace-view role can read CR objects of that Operator. ¶ Adding Operators to a cluster Install modes types","",""
