"Group","ID","Item","Guidance","Done","Notes"
"AUDITING THE SYSTEM","12.13","ADDITIONAL RESOURCES","Auditd execution options in a container (Red Hat Knowledgebase) Linux Audit Documentation Project page (Github.com) Documentation in the /usr/share/doc/audit/ directory provided by the audit package auditd(8), auditctl(8), ausearch(8), audit.rules(7), audispd.conf(5), audispd(8), auditd.conf(5), ausearch-expression(5), aulast(8), aulastlog(8), aureport(8), ausyscall(8), autrace(8), and auvirt(8) man pages on your system [2] Because dnf is a symlink in RHEL, the path in thednf Audit rule must include the target of the symlink. To receive correct Audit events, modify the 44-installers.rules file by changing the path=/usr/bin/dnf path to /usr/bin/dnf-3.","",""
"BLOCKING AND ALLOWING APPLICATIONS BY USING FAPOLICYD","13.1","INTRODUCTION TO FAPOLICYD","The fapolicyd software framework controls the execution of applications based on a user-defined policy. This is one of the most efficient ways to prevent running untrusted and possibly malicious applications on the system. ¶ Components and trust The fapolicyd framework provides the following components: ¶ fapolicyd service ¶ fapolicyd command-line utilities, such as the fapolicyd-cli command and the fagenrules script ¶ fapolicyd RPM plugin ¶ The administrator can define allow and deny execution rules for any application with the option to audit based on a path, hash, MIME type, or trust. ¶ The fapolicyd framework introduces the concept of trust. An application is trusted when the system package manager correctly installs it and therefore registered in the system RPM database. The fapolicyd daemon uses the RPM database as a list of trusted binaries and scripts. ¶ The fapolicyd RPM plugin registers any system update that is handled by either the DNF or RPM package manager. The plugin notifies the fapolicyd daemon about changes in this database. Other ways of adding applications require the creation of custom rules and restarting the fapolicyd service. ¶ For more information, see the fapolicyd-related man pages listed by using the man -k fapolicyd command on your system. ¶ Configuration files and directories The fapolicyd service configuration is located in the /etc/fapolicyd/ directory with the following structure: The /etc/fapolicyd/fapolicyd.trust file contains a list of trusted files. You can also use multiple trust files in the /etc/fapolicyd/trust.d/ directory. ¶ The /etc/fapolicyd/rules.d/ directory contains files with allow and deny execution rules. The fagenrules script merges these component rules files to the /etc/fapolicyd/compiled.rules file. ¶ The fapolicyd.conf file contains the daemon's configuration options. This file is useful primarily for performance-tuning purposes. ¶ Rules ¶ Rules in /etc/fapolicyd/rules.d/ are organized in several files, each representing a different policy ¶ Rules in /etc/fapolicyd/rules.d/ are organized in several files, each representing a different policy goal. The numbers at the beginning of the corresponding file names determine the order in /etc/fapolicyd/compiled.rules: ¶ 10 language rules ¶ 20 Dracut-related rules ¶ 21 rules for updaters ¶ 30 patterns ¶ 40 ELF rules ¶ 41 shared objects rules ¶ 42 trusted ELF rules ¶ 70 trusted language rules ¶ 72 shell rules ¶ 90 deny execute rules ¶ 95 allow open rules ¶ For more information and examples, see the documentation installed with the fapolicyd package in the /usr/share/doc/fapolicyd/ directory, the /usr/share/fapolicyd/sample-rules/README-rules file, and the fapolicyd.rules(5) and fagenrules(8) man pages on your system. ¶ Integrity checking You can use one of the following ways for fapolicyd integrity checking: ¶ File-size checking ¶ Comparing SHA-256 hashes ¶ Integrity Measurement Architecture (IMA) subsystem ¶ By default, fapolicyd does no integrity checking. Integrity checking based on the file size is fast, but an attacker can replace the content of the file and preserve its byte size. Computing and checking SHA-256 checksums is more secure, but it affects the performance of the system. The integrity = ima option in fapolicyd.conf requires support for files' extended attributes (also known as xattr) on all file systems containing executable files. ¶ Enhancing security with the kernel integrity subsystem","",""
"BLOCKING AND ALLOWING APPLICATIONS BY USING FAPOLICYD","13.2","DEPLOYING FAPOLICYD","When deploying the fapolicyd application allowlisting framework, you can either try your configuration in permissive mode first or directly enable the service in the default configuration. ¶ 1. Install the fapolicyd package: # dnf install fapolicyd ¶ 2. Set the Audit subsystem for recording fapolicyd events: # auditctl -w /etc/fapolicyd/ -p wa -k fapolicyd_changes # service try-restart auditd ¶ 3. Optional: To try your configuration first, change mode to permissive. a. Open the /etc/fapolicyd/fapolicyd.conf file in a text editor of your choice, for example: # vi /etc/fapolicyd/fapolicyd.conf ¶ b. Change the value of the permissive option from 0 to 1, save the file, and exit the editor: permissive = 1 ¶ Alternatively, you can debug your configuration by using the fapolicyd --debug-deny -- permissive command before you start the service. See the Troubleshooting problems related to fapolicyd section for more information. ¶ 4. Enable and start the fapolicyd service: # systemctl enable --now fapolicyd ¶ 5. If you enabled permissive mode through /etc/fapolicyd/fapolicyd.conf: a. Use your applications. b. Check Audit logs for fanotify denials, for example: # ausearch -ts recent -m fanotify ¶ c. When debugged, disable permissive mode by changing the corresponding value back to permissive = 0, and restart the service: # systemctl restart fapolicyd ¶ 1. Verify that the fapolicyd service is running correctly: # systemctl status fapolicyd ¶ fapolicyd.service - File Access Policy Daemon Loaded: loaded (/usr/lib/systemd/system/fapolicyd.service; enabled; preset: disabled) Active: active (running) since Tue 2024-10-08 05:53:50 EDT; 11s ago ¶ Oct 08 05:53:51 machine1.example.com fapolicyd[4974]: Loading trust data from rpmdb backend Oct 08 05:53:51 machine1.example.com fapolicyd[4974]: Loading trust data from file backend Oct 08 05:53:51 machine1.example.com fapolicyd[4974]: Starting to listen for events ¶ 2. Log in as a user without root privileges, and check that fapolicyd is working, for example: ¶ $ cp /bin/ls /tmp $ /tmp/ls bash: /tmp/ls: Operation not permitted ¶ No FANOTIFY event seen in the audit log despite fapolicyd blocking operations (Red Hat Knowledgebase) ¶ 13.3. MARKING FILES AS TRUSTED USING AN ADDITIONAL SOURCE OF TRUST ¶ The fapolicyd framework trusts files contained in the RPM database. You can mark additional files as trusted by adding the corresponding entries to the /etc/fapolicyd/fapolicyd.trust plain-text file or the /etc/fapolicyd/trust.d/ directory, which supports separating a list of trusted files into more files. You can modify fapolicyd.trust or the files in /etc/fapolicyd/trust.d either directly using a text editor or through fapolicyd-cli commands. ¶ Marking files as trusted using fapolicyd.trust or trust.d/ is better than writing custom fapolicyd rules due to performance reasons. ¶ The fapolicyd framework is deployed on your system. ¶ 1. Copy your custom binary to the required directory, for example: ¶ $ cp /bin/ls /tmp $ /tmp/ls bash: /tmp/ls: Operation not permitted ¶ 2. Mark your custom binary as trusted, and store the corresponding entry to the myapp file in /etc/fapolicyd/trust.d/: ¶ # fapolicyd-cli --file add /tmp/ls --trust-file myapp ¶ If you skip the --trust-file option, then the previous command adds the corresponding line ¶ If you skip the --trust-file option, then the previous command adds the corresponding line to /etc/fapolicyd/fapolicyd.trust. To mark all existing files in a directory as trusted, provide the directory path as an argument of the --file option, for example: fapolicyd-cli --file add /tmp/my_bin_dir/ --trust-file myapp. ¶ 3. Update the fapolicyd database: ¶ # fapolicyd-cli --update ¶ Changing the content of a trusted file or directory changes their checksum, and therefore fapolicyd no longer considers them trusted. To make the new content trusted again, refresh the file trust database by using the fapolicyd-cli --file update command. If you do not provide any argument, the entire database refreshes. Alternatively, you can specify a path to a specific file or directory. Then, update the database by using fapolicyd-cli --update. ¶ 1. Check that your custom binary can be now executed, for example: ¶ $ /tmp/ls ls ¶ fapolicyd.trust(13) man page on your system","",""
"BLOCKING AND ALLOWING APPLICATIONS BY USING FAPOLICYD","13.4","ADDING CUSTOM ALLOW AND DENY RULES FOR FAPOLICYD","The default set of rules in the fapolicyd package does not affect system functions. For custom scenarios, such as storing binaries and scripts in a non-standard directory or adding applications without the dnf or rpm installers, you must either mark additional files as trusted or add new custom rules. For basic scenarios, prefer Marking files as trusted using an additional source of trust . In more advanced scenarios such as allowing to execute a custom binary only for specific user and group identifiers, add new custom rules to the /etc/fapolicyd/rules.d/ directory. The following steps demonstrate adding a new rule to allow a custom binary. ¶ The fapolicyd framework is deployed on your system. ¶ 1. Copy your custom binary to the required directory, for example: ¶ $ cp /bin/ls /tmp $ /tmp/ls bash: /tmp/ls: Operation not permitted ¶ 2. Stop the fapolicyd service: ¶ # systemctl stop fapolicyd ¶ 3. Use debug mode to identify a corresponding rule. Because the output of the fapolicyd --debug command is verbose and you can stop it only by pressing Ctrl+C or killing the corresponding process, redirect the error output to a file. In this case, you can limit the output only to access denials by using the --debug-deny option instead of --debug: ¶ # fapolicyd --debug-deny 2> fapolicy.output & [1] 51341 ¶ Alternatively, you can run fapolicyd debug mode in another terminal. ¶ 4. Repeat the command that fapolicyd denied: ¶ $ /tmp/ls bash: /tmp/ls: Operation not permitted ¶ 5. Stop debug mode by resuming it in the foreground and pressing Ctrl+C: ¶ # fg fapolicyd --debug 2> fapolicy.output ^C ¶ Alternatively, kill the process of fapolicyd debug mode: ¶ # kill 51341 ¶ 6. Find a rule that denies the execution of your application: ¶ # cat fapolicy.output | grep 'deny_audit' rule=13 dec=deny_audit perm=execute auid=0 pid=6855 exe=/usr/bin/bash : path=/tmp/ls ftype=application/x-executable trust=0 ¶ 7. Locate the file that contains a rule that prevented the execution of your custom binary. In this case, the deny_audit perm=execute rule belongs to the 90-deny-execute.rules file: ¶ # ls /etc/fapolicyd/rules.d/ 10-languages.rules 40-bad-elf.rules 72-shell.rules 20-dracut.rules 41-shared-obj.rules 90-deny-execute.rules 21-updaters.rules 42-trusted-elf.rules 95-allow-open.rules 30-patterns.rules 70-trusted-lang.rules ¶ # cat /etc/fapolicyd/rules.d/90-deny-execute.rules # Deny execution for anything untrusted ¶ deny_audit perm=execute all : all ¶ 8. Add a new allow rule to the file that lexically precedes the rule file that contains the rule that denied the execution of your custom binary in the /etc/fapolicyd/rules.d/ directory: ¶ # touch /etc/fapolicyd/rules.d/80-myapps.rules # vi /etc/fapolicyd/rules.d/80-myapps.rules ¶ Insert the following rule to the 80-myapps.rules file: ¶ allow perm=execute exe=/usr/bin/bash trust=1 : path=/tmp/ls ftype=application/x-executable trust=0 ¶ Alternatively, you can allow executions of all binaries in the /tmp directory by adding the following rule to the rule file in /etc/fapolicyd/rules.d/: ¶ allow perm=execute exe=/usr/bin/bash trust=1 : dir=/tmp/ trust=0 ¶ To make a rule effective recursively on all directories under the specified directory, add a trailing slash to the value of the dir= parameter in the rule ( /tmp/ in the previous example). ¶ 9. To prevent changes in the content of your custom binary, define the required rule using an SHA-256 checksum: ¶ $ sha256sum /tmp/ls 780b75c90b2d41ea41679fcb358c892b1251b68d1927c80fbc0d9d148b25e836 ls ¶ Change the rule to the following definition: ¶ allow perm=execute exe=/usr/bin/bash trust=1 : sha256hash=780b75c90b2d41ea41679fcb358c892b1251b68d1927c80fbc0d9d148b25e836 ¶ 10. Check that the list of compiled differs from the rule set in /etc/fapolicyd/rules.d/, and update the list, which is stored in the /etc/fapolicyd/compiled.rules file: ¶ # fagenrules --check /usr/sbin/fagenrules: Rules have changed and should be updated # fagenrules --load ¶ 11. Check that your custom rule is in the list of fapolicyd rules before the rule that prevented the execution: ¶ # fapolicyd-cli --list ¶ 13. allow perm=execute exe=/usr/bin/bash trust=1 : path=/tmp/ls ftype=application/x- executable trust=0 ¶ 14. deny_audit perm=execute all : all ¶ 12. Start the fapolicyd service: # systemctl start fapolicyd ¶ 1. Check that your custom binary can be now executed, for example: $ /tmp/ls ls ¶ fapolicyd.rules(5) and fapolicyd-cli(1) man pages on your system The documentation installed with the fapolicyd package in the /usr/share/fapolicyd/sample- rules/README-rules file.","",""
"BLOCKING AND ALLOWING APPLICATIONS BY USING FAPOLICYD","13.5","ENABLING FAPOLICYD INTEGRITY CHECKS","By default, fapolicyd does not perform integrity checking. You can configure fapolicyd to perform integrity checks by comparing either file sizes or SHA-256 hashes. You can also set integrity checks by using the Integrity Measurement Architecture (IMA) subsystem. ¶ The fapolicyd framework is deployed on your system. ¶ 1. Open the /etc/fapolicyd/fapolicyd.conf file in a text editor of your choice, for example: # vi /etc/fapolicyd/fapolicyd.conf ¶ 2. Change the value of the integrity option from none to sha256, save the file, and exit the editor: integrity = sha256 ¶ 3. Restart the fapolicyd service: # systemctl restart fapolicyd ¶ 1. Back up the file used for the verification: # cp /bin/more /bin/more.bak ¶ 2. Change the content of the /bin/more binary: ¶ # cat /bin/less > /bin/more ¶ 3. Use the changed binary as a regular user: # su example.user $ /bin/more /etc/redhat-release bash: /bin/more: Operation not permitted ¶ 4. Revert the changes: # mv -f /bin/more.bak /bin/more","",""
"BLOCKING AND ALLOWING APPLICATIONS BY USING FAPOLICYD","13.6","TROUBLESHOOTING PROBLEMS RELATED TO FAPOLICYD","The fapolicyd application framework provides tools for troubleshooting the most common problems and you can also add applications installed with the rpm command to the trust database. Running fapolicyd on a system with containers ¶ Because the fapolicyd framework does not fully support namespaces and containers, you must use a workaround on systems running containers. To prevent startup failures of containers because of fapolicyd, create the /etc/fapolicyd/rules.d/25-runc.rules file with the following content: ¶ allow perm=any pattern=ld_so exe=/usr/bin/runc : all allow perm=any uid=0 pattern=ld_so exe=/runc : trust=1 ¶ Save the file, run the fagenrules script, and enter the fapolicyd-cli --reload-rules command to apply the changes. Alternatively, you can remove the tmpfs value from the watch_fs option in the /etc/fapolicyd/fapolicyd.conf file and restart the fapolicyd service by using the systemctl restart fapolicyd command, but this lowers the system security. ¶ Installing applications by using RPM If you install an application by using the rpm command, you have to perform a manual refresh of the fapolicyd RPM database: ¶ 1. Install your <application>: # rpm -i <application>.rpm ¶ 2. Refresh the database: # fapolicyd-cli --update ¶ If you skip this step, the system can freeze and must be restarted. ¶ Service status If fapolicyd does not work correctly, check the service status: ¶ # systemctl status fapolicyd ¶ fapolicyd-cli checks and listings ¶ The --check-config, --check-watch_fs, and --check-trustdb options help you find syntax errors, not-yet-watched file systems, and file mismatches, for example: ¶ # fapolicyd-cli --check-config Daemon config is OK # fapolicyd-cli --check-trustdb /etc/selinux/targeted/contexts/files/file_contexts miscompares: size sha256 /etc/selinux/targeted/policy/policy.31 miscompares: size sha256 ¶ Use the --list option to check the current list of rules and their order: ¶ # fapolicyd-cli --list ¶ 9. allow perm=execute all : trust=1 ¶ 10. allow perm=open all : ftype=%languages trust=1 ¶ 11. deny_audit perm=any all : ftype=%languages ¶ 12. allow perm=any all : ftype=text/x-shellscript ¶ 13. deny_audit perm=execute all : all ¶ Debug mode Debug mode provides detailed information about matched rules, database status, and more. To switch fapolicyd to debug mode: ¶ 1. Stop the fapolicyd service: ¶ # systemctl stop fapolicyd ¶ 2. Use debug mode to identify a corresponding rule: ¶ # fapolicyd --debug ¶ Because the output of the fapolicyd --debug command is verbose, you can redirect the error output to a file: ¶ # fapolicyd --debug 2> fapolicy.output ¶ Alternatively, to limit the output only to entries when fapolicyd denies access, use the -- debug-deny option: ¶ # fapolicyd --debug-deny ¶ Removing the fapolicyd database To solve problems related to the fapolicyd database, try to remove the database file: ¶ # systemctl stop fapolicyd # fapolicyd-cli --delete-db ¶ Do not remove the /var/lib/fapolicyd/ directory. The fapolicyd framework automatically restores only the database file in this directory. ¶ Dumping the fapolicyd database The fapolicyd contains entries from all enabled trust sources. You can check the entries after dumping the database: # fapolicyd-cli --dump-db ¶ Application pipe In rare cases, removing the fapolicyd pipe file can solve a lockup: # rm -f /var/run/fapolicyd/fapolicyd.fifo ¶ fapolicyd-cli(1) man page on your system ¶ 13.7. PREVENTING USERS FROM EXECUTING UNTRUSTWORTHY CODE BY USING THE FAPOLICYD RHEL SYSTEM ROLE ¶ You can automate the installation and configuration of the fapolicyd service by using the fapolicyd RHEL system role. With this role, you can remotely configure the service to allow users to run only trusted applications, for example, the ones which are listed in the RPM database and in an allow list. Additionally, the service can perform integrity checks before it runs an allowed application. ¶ name: Configuring fapolicyd name: Allow only executables installed from RPM database and specific files ¶ name: redhat.rhel_system_roles.fapolicyd ¶ fapolicyd_setup_permissive: false fapolicyd_setup_integrity: sha256 fapolicyd_setup_trust: rpmdb,file fapolicyd_add_trusted_file: ¶ <path_to_allowed_command> <path_to_allowed_service> ¶ fapolicyd_setup_permissive: <true|false> Enables or disables sending policy decisions to the kernel for enforcement. Set this variable for debugging and testing purposes to false. ¶ fapolicyd_setup_integrity: <type_type> Defines the integrity checking method. You can set one of the following values: none (default): Disables integrity checking. ¶ size: The service compares only the file sizes of allowed applications. ¶ ima: The service checks the SHA-256 hash that the kernel's Integrity Measurement Architecture (IMA) stored in a file's extended attribute. Additionally, the service performs a size check. Note that the role does not configure the IMA kernel subsystem. To use this option, you must manually configure the IMA subsystem. ¶ sha256: The service compares the SHA-256 hash of allowed applications. ¶ fapolicyd_setup_trust: <trust_backends> Defines the list of trust back ends. If you include the file back end, specify the allowed executable files in the fapolicyd_add_trusted_file list. ¶ system-roles.fapolicyd.README.md file on the control node. ¶ $ ansible-playbook ~/playbook.yml --syntax-check ¶ Start a binary application that is not on the allow list as a user: ¶ $ ansible managed-node-01.example.com -m command -a 'su -c ""/bin/not_authorized_application "" <user_name>' bash: line 1: /bin/not_authorized_application: Operation not permitted non-zero return code","",""
"BLOCKING AND ALLOWING APPLICATIONS BY USING FAPOLICYD","13.8","ADDITIONAL RESOURCES","fapolicyd-related man pages listed by using the man -k fapolicyd command on your system FOSDEM 2020 fapolicyd presentation","",""
"PROTECTING SYSTEMS AGAINST INTRUSIVE USB DEVICES","14.1","USBGUARD","With the USBGuard software framework, you can protect your systems against intrusive USB devices by using basic lists of permitted and forbidden devices based on the USB device authorization feature in the kernel. The USBGuard framework provides the following components: ¶ The system service component with an inter-process communication (IPC) interface for dynamic interaction and policy enforcement The command line to interact with a running usbguard system service The rule language for writing USB device authorization policies The C++ API for interacting with the system service component implemented in a shared library The usbguard system service configuration file ( /etc/usbguard/usbguard-daemon.conf) includes the options to authorize the users and groups to use the IPC interface. ¶ The system service provides the USBGuard public IPC interface. In Red Hat Enterprise Linux, the access to this interface is limited to the root user only by default. Consider setting either the IPCAccessControlFiles option (recommended) or the IPCAllowedUsers and IPCAllowedGroups options to limit access to the IPC interface. Ensure that you do not leave the Access Control List (ACL) unconfigured as this exposes the IPC interface to all local users and allows them to manipulate the authorization state of USB devices and modify the USBGuard policy.","",""
"PROTECTING SYSTEMS AGAINST INTRUSIVE USB DEVICES","14.2","INSTALLING USBGUARD","Use this procedure to install and initiate the USBGuard framework. ¶ 1. Install the usbguard package: ¶ # dnf install usbguard ¶ 2. Create an initial rule set: ¶ # usbguard generate-policy > /etc/usbguard/rules.conf ¶ 3. Start the usbguard daemon and ensure that it starts automatically on boot: ¶ # systemctl enable --now usbguard ¶ 1. Verify that the usbguard service is running: ¶ # systemctl status usbguard usbguard.service - USBGuard daemon ¶ Loaded: loaded (/usr/lib/systemd/system/usbguard.service; enabled; vendor preset: disabled) ¶ Active: active (running) since Thu 2019-11-07 09:44:07 CET; 3min 16s ago Docs: man:usbguard-daemon(8) ¶ Main PID: 6122 (usbguard-daemon) Tasks: 3 (limit: 11493) Memory: 1.2M CGroup: /system.slice/usbguard.service 6122 /usr/sbin/usbguard-daemon -f -s -c /etc/usbguard/usbguard-daemon.conf ¶ Nov 07 09:44:06 localhost.localdomain systemd[1]: Starting USBGuard daemon... Nov 07 09:44:07 localhost.localdomain systemd[1]: Started USBGuard daemon. ¶ 2. List USB devices recognized by USBGuard: ¶ # usbguard list-devices 4: allow id 1d6b:0002 serial ""0000:02:00.0"" name ""xHCI Host Controller"" hash... ¶ usbguard(1) and usbguard-daemon.conf(5) man pages.","",""
"PROTECTING SYSTEMS AGAINST INTRUSIVE USB DEVICES","14.3","BLOCKING AND AUTHORIZING A USB DEVICE BY USING CLI","You can set USBGuard to authorize and block a USB device by using the usbguard command in your terminal. ¶ The usbguard service is installed and running. ¶ 1. List USB devices recognized by USBGuard, for example: ¶ # usbguard list-devices 1: allow id 1d6b:0002 serial ""0000:00:06.7"" name ""EHCI Host Controller"" hash ""JDOb0BiktYs2ct3mSQKopnOOV2h9MGYADwhT+oUtF2s="" parent-hash ""4PHGcaDKWtPjKDwYpIRG722cB9SlGz9l9Iea93+Gt9c="" via-port ""usb1"" with-interface 09:00:00 6: block id 1b1c:1ab1 serial ""000024937962"" name ""Voyager"" hash ""CrXgiaWIf2bZAU+5WkzOE7y0rdSO82XMzubn7HDb95Q="" parent-hash ""JDOb0BiktYs2ct3mSQKopnOOV2h9MGYADwhT+oUtF2s="" via-port ""1-3"" with-interface 08:06:50 ¶ 2. Authorize the device <6> to interact with the system: # usbguard allow-device <6> ¶ 3. Deauthorize and remove the device <6>: # usbguard reject-device <6> ¶ 4. Deauthorize and retain the device <6>: # usbguard block-device <6> ¶ USBGuard uses the terms block and reject with the following meanings: block ¶ Do not interact with this device for now. reject ¶ Ignore this device as if it does not exist. ¶ usbguard(1) man page on your system usbguard --help command","",""
"PROTECTING SYSTEMS AGAINST INTRUSIVE USB DEVICES","14.4","PERMANENTLY BLOCKING AND AUTHORIZING A USB DEVICE","You can permanently block and authorize a USB device by using the -p option. This adds a device- specific rule to the current policy. ¶ The usbguard service is installed and running. ¶ 1. Configure SELinux to allow the usbguard daemon to write rules. a. Display the semanage Booleans relevant to usbguard. # semanage boolean -l | grep usbguard usbguard_daemon_write_conf (off , off) Allow usbguard to daemon write conf usbguard_daemon_write_rules (on , on) Allow usbguard to daemon write rules b. Optional: If the usbguard_daemon_write_rules Boolean is turned off, turn it on. # semanage boolean -m --on usbguard_daemon_write_rules ¶ 2. List USB devices recognized by USBGuard: ¶ # usbguard list-devices 1: allow id 1d6b:0002 serial ""0000:00:06.7"" name ""EHCI Host Controller"" hash ""JDOb0BiktYs2ct3mSQKopnOOV2h9MGYADwhT+oUtF2s="" parent-hash ""4PHGcaDKWtPjKDwYpIRG722cB9SlGz9l9Iea93+Gt9c="" via-port ""usb1"" with-interface 09:00:00 6: block id 1b1c:1ab1 serial ""000024937962"" name ""Voyager"" hash ""CrXgiaWIf2bZAU+5WkzOE7y0rdSO82XMzubn7HDb95Q="" parent-hash ""JDOb0BiktYs2ct3mSQKopnOOV2h9MGYADwhT+oUtF2s="" via-port ""1-3"" with-interface 08:06:50 ¶ 3. Permanently authorize device 6 to interact with the system: ¶ # usbguard allow-device 6 -p ¶ 4. Permanently deauthorize and remove device 6: ¶ # usbguard reject-device 6 -p ¶ 5. Permanently deauthorize and retain device 6: ¶ # usbguard block-device 6 -p ¶ USBGuard uses the terms block and reject with the following meanings: block ¶ Do not interact with this device for now. reject ¶ Ignore this device as if it does not exist. ¶ 1. Check that USBGuard rules include the changes you made. ¶ # usbguard list-rules ¶ usbguard(1) man page on your system Built-in help listed by using the usbguard --help command.","",""
"PROTECTING SYSTEMS AGAINST INTRUSIVE USB DEVICES","14.5","CREATING A CUSTOM POLICY FOR USB DEVICES","The following procedure contains steps for creating a rule set for USB devices that reflects the requirements of your scenario. ¶ The usbguard service is installed and running. The /etc/usbguard/rules.conf file contains an initial rule set generated by the usbguard generate-policy command. ¶ 1. Create a policy which authorizes the currently connected USB devices, and store the generated rules to the rules.conf file: # usbguard generate-policy --no-hashes > ./rules.conf ¶ The --no-hashes option does not generate hash attributes for devices. Avoid hash attributes in your configuration settings because they might not be persistent. ¶ 2. Edit the rules.conf file with a text editor of your choice, for example: ¶ # vi ./rules.conf ¶ 3. Add, remove, or edit the rules as required. For example, the following rule allows only devices with a single mass storage interface to interact with the system: allow with-interface equals { 08:*:* } ¶ See the usbguard-rules.conf(5) man page for a detailed rule-language description and more examples. ¶ 4. Install the updated policy: ¶ # install -m 0600 -o root -g root rules.conf /etc/usbguard/rules.conf ¶ 5. Restart the usbguard daemon to apply your changes: # systemctl restart usbguard ¶ 1. Check that your custom rules are in the active policy, for example: # usbguard list-rules 4: allow with-interface 08:*:* ¶ usbguard-rules.conf(5) man page on your system","",""
"PROTECTING SYSTEMS AGAINST INTRUSIVE USB DEVICES","14.6","CREATING A STRUCTURED CUSTOM POLICY FOR USB DEVICES","You can organize your custom USBGuard policy in several .conf files within the /etc/usbguard/rules.d/ ¶ You can organize your custom USBGuard policy in several .conf files within the /etc/usbguard/rules.d/ directory. The usbguard-daemon then combines the main rules.conf file with the .conf files within the directory in alphabetical order. ¶ The usbguard service is installed and running. ¶ 1. Create a policy which authorizes the currently connected USB devices, and store the generated rules to a new .conf file, for example, policy.conf. # usbguard generate-policy --no-hashes > ./policy.conf ¶ The --no-hashes option does not generate hash attributes for devices. Avoid hash attributes in your configuration settings because they might not be persistent. ¶ 2. Display the policy.conf file with a text editor of your choice, for example: ¶ # vi ./policy.conf allow id 04f2:0833 serial """" name ""USB Keyboard"" via-port ""7-2"" with-interface { 03:01:01 03:00:00 } with-connect-type ""unknown"" ¶ 3. Move selected lines into a separate .conf file. ¶ The two digits at the beginning of the file name specify the order in which the daemon reads the configuration files. ¶ For example, copy the rules for your keyboards into a new .conf file. ¶ # grep ""USB Keyboard"" ./policy.conf > ./10keyboards.conf ¶ 4. Install the new policy to the /etc/usbguard/rules.d/ directory. # install -m 0600 -o root -g root 10keyboards.conf /etc/usbguard/rules.d/10keyboards.conf ¶ 5. Move the rest of the lines to a main rules.conf file. # grep -v ""USB Keyboard"" ./policy.conf > ./rules.conf ¶ 6. Install the remaining rules. # install -m 0600 -o root -g root rules.conf /etc/usbguard/rules.conf ¶ 7. Restart the usbguard daemon to apply your changes. # systemctl restart usbguard ¶ 1. Display all active USBGuard rules. ¶ # usbguard list-rules 15: allow id 04f2:0833 serial """" name ""USB Keyboard"" hash ""kxM/iddRe/WSCocgiuQlVs6Dn0VEza7KiHoDeTz0fyg="" parent-hash ""2i6ZBJfTl5BakXF7Gba84/Cp1gslnNc1DM6vWQpie3s="" via-port ""7-2"" with-interface { 03:01:01 03:00:00 } with-connect-type ""unknown"" ¶ 2. Display the contents of the rules.conf file and all the .conf files in the /etc/usbguard/rules.d/ directory. ¶ # cat /etc/usbguard/rules.conf /etc/usbguard/rules.d/*.conf ¶ 3. Verify that the active rules contain all the rules from the files and are in the correct order. ¶ usbguard-rules.conf(5) man page on your system ¶ 14.7. AUTHORIZING USERS AND GROUPS TO USE THE USBGUARD IPC INTERFACE ¶ Use this procedure to authorize a specific user or a group to use the USBGuard public IPC interface. By default, only the root user can use this interface. ¶ The usbguard service is installed and running. The /etc/usbguard/rules.conf file contains an initial rule set generated by the usbguard generate-policy command. ¶ 1. Edit the /etc/usbguard/usbguard-daemon.conf file with a text editor of your choice: ¶ # vi /etc/usbguard/usbguard-daemon.conf ¶ 2. For example, add a line with a rule that allows all users in the wheel group to use the IPC interface, and save the file: ¶ IPCAllowGroups=wheel ¶ 3. You can add users or groups also with the usbguard command. For example, the following command enables the joesec user to have full access to the Devices and Exceptions sections. Furthermore, joesec can list and modify the current policy: ¶ # usbguard add-user joesec --devices ALL --policy modify,list --exceptions ALL To remove the granted permissions for the joesec user, use the usbguard remove-user joesec command. ¶ 4. Restart the usbguard daemon to apply your changes: ¶ # systemctl restart usbguard ¶ usbguard(1) and usbguard-rules.conf(5) man pages. ¶ 14.8. LOGGING USBGUARD AUTHORIZATION EVENTS TO THE LINUX AUDIT LOG ¶ Use the following steps to integrate logging of USBguard authorization events to the standard Linux Audit log. By default, the usbguard daemon logs events to the /var/log/usbguard/usbguard-audit.log file. ¶ The usbguard service is installed and running. The auditd service is running. ¶ 1. Edit the usbguard-daemon.conf file with a text editor of your choice: # vi /etc/usbguard/usbguard-daemon.conf ¶ 2. Change the AuditBackend option from FileAudit to LinuxAudit: AuditBackend=LinuxAudit ¶ 3. Restart the usbguard daemon to apply the configuration change: # systemctl restart usbguard ¶ 1. Query the audit daemon log for a USB authorization event, for example: # ausearch -ts recent -m USER_DEVICE ¶ usbguard-daemon.conf(5) man page on your system","",""
"PROTECTING SYSTEMS AGAINST INTRUSIVE USB DEVICES","14.9","ADDITIONAL RESOURCES","usbguard(1), usbguard-rules.conf(5), usbguard-daemon(8), and usbguard-daemon.conf(5) man pages. USBGuard Homepage.","",""
